Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
12.9992,0,0,0,0,2147483647
12.9992,1.36295,1.21946,1.21927,0.323908,0
12.9992,0.933583,0.894987,0.894486,0.092809,1
12.9992,0.906256,0.872848,0.872675,0.05384,1
12.9992,0.929477,0.892131,0.891973,0.061997,1
12.9992,0.94674,0.888097,0.887853,0.020252,1
12.9992,0.999021,0.95051,0.950326,0.094423,1
12.9992,1.00882,0.93624,0.935107,0.078162,0
12.9992,0.899193,0.859049,0.858862,0.010564,1
12.9992,0.945403,0.851127,0.850964,0.05434,1
12.9992,0.882405,0.848043,0.847889,0.055081,1
12.9992,0.85827,0.814516,0.814349,0.004186,1
12.9992,0.934194,0.850045,0.849869,0.064075,1
12.9992,0.923799,0.873927,0.873766,0.053822,1
12.9992,0.920521,0.881359,0.881198,0.062082,1
12.9992,0.901093,0.853386,0.853227,0.059787,1
12.9992,0.929443,0.873094,0.872928,0.061409,1
12.9992,0.830077,0.801385,0.801234,0.006556,1
12.9992,1.03394,0.913292,0.913083,0.055743,0
12.9992,0.896702,0.838934,0.838686,0.03434,1
12.9992,0.928211,0.880483,0.880323,0.056206,1
12.9992,0.904656,0.845268,0.845113,0.047599,1
12.9992,0.958842,0.865318,0.865152,0.055589,1
12.9992,0.865909,0.828932,0.828756,0.034744,1
12.9992,0.947643,0.85993,0.859767,0.054972,1
12.9992,0.950373,0.881083,0.880916,0.073369,1
12.9992,0.845988,0.806391,0.806236,0.013105,1
12.9992,0.960538,0.870124,0.869954,0.060272,1
12.9992,0.925695,0.864678,0.864503,0.024162,1
12.9992,0.890947,0.839473,0.839314,0.030902,1
12.9992,0.939234,0.894363,0.894171,0.065852,1
12.9992,0.934247,0.900726,0.900455,0.057161,1
12.9992,0.917309,0.872702,0.872548,0.058664,1
12.9992,0.930532,0.891114,0.890968,0.061225,1
12.9992,0.910625,0.836538,0.83634,0.054882,1
12.9992,0.931894,0.890384,0.890224,0.060294,1
12.9992,0.834852,0.803053,0.802898,0.004255,1
12.9992,0.924325,0.819103,0.818937,0.004648,1
12.9992,0.942599,0.82532,0.825129,0.006136,1
12.9992,0.942329,0.835093,0.834933,0.005594,1
12.9992,0.939308,0.81724,0.817073,0.00794,1
12.9992,0.911197,0.867765,0.867593,0.06298,1
12.9992,0.910227,0.876274,0.876113,0.056982,1
12.9992,0.861173,0.824965,0.824803,0.012277,1
12.9992,1.01135,0.87194,0.871773,0.02633,0
12.9992,0.89301,0.858179,0.857988,0.062674,1
12.9992,0.972352,0.888301,0.888131,0.05196,1
12.9992,0.905265,0.843814,0.843649,0.030479,1
12.9992,0.942843,0.817967,0.817795,0.004299,1
12.9992,0.950411,0.885605,0.885398,0.0579,1
12.9992,0.961237,0.874275,0.874115,0.06123,1
12.9992,0.89704,0.830139,0.829982,0.004013,1
12.9992,0.972878,0.89802,0.897852,0.057583,1
12.9992,0.942972,0.888878,0.888615,0.062257,1
12.9992,0.891144,0.851551,0.85137,0.057909,1
12.9992,0.875928,0.796291,0.796131,0.006331,1
12.9992,0.932018,0.830201,0.830033,0.004603,1
12.9992,0.937013,0.845319,0.845137,0.050025,1
12.9992,0.918363,0.884547,0.884383,0.058268,1
12.9992,0.937888,0.896221,0.896054,0.058256,1
12.9992,0.871341,0.83574,0.835576,0.004393,1
12.9992,0.960547,0.838132,0.837971,0.043667,1
12.9992,1.00265,0.901689,0.901377,0.071387,0
12.9992,0.942446,0.905939,0.905783,0.07331,1
12.9992,0.936316,0.897115,0.896949,0.055693,1
12.9992,0.849555,0.815914,0.815754,0.004018,1
12.9992,0.930399,0.819536,0.819382,0.023429,1
12.9992,0.984242,0.853615,0.853447,0.003947,1
12.9992,0.899009,0.821902,0.821748,0.004066,1
12.9992,0.924993,0.81657,0.816402,0.019565,1
12.9992,0.957074,0.836111,0.835944,0.008595,1
12.9992,0.892427,0.808511,0.80835,0.004098,1
12.9992,0.928013,0.846018,0.845852,0.004028,1
12.9992,1.00087,0.875957,0.875766,0.010369,0
12.9992,0.85165,0.798883,0.798677,0.004281,1
12.9992,0.937778,0.842669,0.842506,0.004836,1
12.9992,0.938115,0.835448,0.835225,0.00602,1
12.9992,0.934729,0.843891,0.843732,0.005004,1
12.9992,0.952246,0.848341,0.848176,0.011102,1
