Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
16.3593,0,0,0,0,2147483647
16.3593,1.66563,1.51012,1.50965,0.346032,0
16.3593,1.15699,1.12679,1.12662,0.017998,0
16.3593,1.19371,1.08852,1.08832,0.006,0
16.3593,1.25051,1.17388,1.17368,0.091535,0
16.3593,1.22943,1.18404,1.18317,0.044737,0
16.3593,1.35054,1.25799,1.25733,0.129366,0
16.3593,1.22304,1.17399,1.17363,0.065128,0
16.3593,1.19684,1.16078,1.16054,0.063024,0
16.3593,1.25257,1.21355,1.21336,0.091061,0
16.3593,1.14845,1.09726,1.09709,0.007534,0
16.3593,1.14236,1.07471,1.07453,0.006557,0
16.3593,1.26169,1.14096,1.1408,0.076903,0
16.3593,1.16011,1.11322,1.11306,0.015079,0
16.3593,1.21384,1.15216,1.15196,0.070348,0
16.3593,1.1219,1.08424,1.08408,0.005574,0
16.3593,1.27932,1.15068,1.15046,0.065577,0
16.3593,1.12234,1.08687,1.08666,0.011754,0
16.3593,1.16881,1.09439,1.09421,0.006136,0
16.3593,1.24336,1.14766,1.14749,0.009644,0
16.3593,1.17327,1.08044,1.08018,0.015756,0
16.3593,1.21997,1.1431,1.14285,0.061087,0
16.3593,1.13387,1.09001,1.08984,0.005645,0
16.3593,1.13512,1.06412,1.06391,0.02583,0
16.3593,1.16602,1.07669,1.07652,0.005176,0
16.3593,1.13641,1.07489,1.07442,0.005877,0
16.3593,1.24371,1.13891,1.13871,0.069034,0
