FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.9000E+02,8.9000E+02,4.7622E-03,-2.3655E-02,2.9895E+01,8.6323E+00,8.9829E-02,-8.3049E-04,-3.1783E-04,2.8923E-03,1.9572E-02,4.2975E-02,0.0000E+00,4.0000E+00,7.7253E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,3.9000E+02,8.9000E+02,-3.5917E-03,1.7209E-01,2.9895E+01,8.6323E+00,8.9829E-02,8.4760E-04,1.0602E-02,-6.1181E-03,1.9501E-02,4.1237E-02,0.0000E+00,4.0000E+00,7.6974E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,3.9000E+02,8.9000E+02,-1.0783E-02,1.6480E-01,2.9895E+01,8.6323E+00,8.9829E-02,-2.2311E-04,1.3588E-02,1.3254E-02,1.8572E-02,4.2493E-02,0.0000E+00,4.0000E+00,7.3308E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,3.9000E+02,8.9000E+02,-2.6231E-02,1.7365E-01,2.9895E+01,8.6323E+00,8.9829E-02,3.4620E-03,1.1768E-02,-7.1371E-03,1.7595E-02,4.1387E-02,0.0000E+00,4.0000E+00,6.9451E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,3.9000E+02,8.9000E+02,9.2535E-03,1.8373E-01,2.9895E+01,8.6323E+00,8.9829E-02,3.5803E-04,1.1803E-02,-1.7055E-02,1.8248E-02,3.8851E-02,0.0000E+00,4.0000E+00,7.2027E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,3.9000E+02,8.9000E+02,-1.9247E-03,2.1733E-01,2.9895E+01,8.6323E+00,8.9829E-02,1.0418E-03,1.3852E-02,-1.0869E-02,1.9193E-02,4.5475E-02,0.0000E+00,4.0000E+00,7.5759E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,3.9000E+02,8.9000E+02,1.6794E-02,2.3761E-01,2.9895E+01,8.6323E+00,8.9829E-02,-8.5117E-04,1.3864E-02,-1.2997E-02,1.8243E-02,3.7570E-02,0.0000E+00,4.0000E+00,7.2009E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,3.9000E+02,8.9000E+02,-8.5730E-01,-8.9879E-01,2.9895E+01,8.6323E+00,8.9829E-02,1.2906E-02,5.3714E-02,8.8662E-01,2.0388E-02,5.0985E-02,0.0000E+00,4.0000E+00,8.0475E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,3.9000E+02,8.9000E+02,-8.8943E-01,-9.0566E-01,2.9895E+01,8.6323E+00,8.9829E-02,1.4582E-02,5.5734E-02,9.0717E-01,1.7874E-02,4.4571E-02,0.0000E+00,4.0000E+00,7.0552E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,3.9000E+02,8.9000E+02,-8.7547E-01,-8.8062E-01,2.9895E+01,8.6323E+00,8.9829E-02,1.3505E-02,5.7309E-02,9.0145E-01,1.8038E-02,4.5446E-02,0.0000E+00,4.0000E+00,7.1202E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,3.9000E+02,8.9000E+02,-8.8671E-01,-8.7524E-01,2.9895E+01,8.6323E+00,8.9829E-02,1.3501E-02,5.9722E-02,9.1456E-01,1.8402E-02,4.0672E-02,0.0000E+00,4.0000E+00,7.2636E-02,0.0000E+00,0.0000E+00,0.0000E+00
11,3.9000E+02,8.9000E+02,-8.9734E-01,-8.9297E-01,2.9895E+01,8.6323E+00,8.9829E-02,1.4874E-02,5.7668E-02,9.1321E-01,1.8211E-02,4.7653E-02,0.0000E+00,4.0000E+00,7.1884E-02,0.0000E+00,0.0000E+00,0.0000E+00
12,3.9000E+02,8.9000E+02,-1.6434E+00,-1.9545E+00,2.9895E+01,8.6323E+00,8.9829E-02,8.7689E-03,1.0700E-01,1.8658E+00,1.7165E-02,4.4613E-02,0.0000E+00,4.0000E+00,6.7752E-02,0.0000E+00,0.0000E+00,0.0000E+00
13,3.9000E+02,8.9000E+02,-1.6541E+00,-1.9438E+00,2.9895E+01,8.6323E+00,8.9829E-02,8.5865E-03,1.1010E-01,1.8800E+00,1.9688E-02,4.5763E-02,0.0000E+00,4.0000E+00,7.7712E-02,0.0000E+00,0.0000E+00,0.0000E+00
14,3.9000E+02,8.9000E+02,-1.6314E+00,-1.9312E+00,2.9895E+01,8.6323E+00,8.9829E-02,9.0305E-03,1.0737E-01,1.8484E+00,1.8957E-02,4.3972E-02,0.0000E+00,4.0000E+00,7.4827E-02,0.0000E+00,0.0000E+00,0.0000E+00
15,3.9000E+02,8.9000E+02,-1.6355E+00,-1.9421E+00,2.9895E+01,8.6323E+00,8.9829E-02,8.1640E-03,1.0900E-01,1.8622E+00,1.9731E-02,4.3360E-02,0.0000E+00,4.0000E+00,7.7884E-02,0.0000E+00,0.0000E+00,0.0000E+00
16,3.9000E+02,8.9000E+02,-1.6602E+00,-1.9178E+00,2.9895E+01,8.6323E+00,8.9829E-02,9.2897E-03,1.1241E-01,1.8794E+00,1.9658E-02,4.3479E-02,0.0000E+00,4.0000E+00,7.7594E-02,0.0000E+00,0.0000E+00,0.0000E+00
