FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.0400E+02,5.7100E+02,1.0510E-02,-7.5727E-02,3.4302E+01,-8.5266E+00,-9.0513E-02,-2.1370E-03,7.3909E-04,7.8838E-03,2.3059E-02,4.0712E-02,0.0000E+00,4.0000E+00,6.9268E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,3.0400E+02,5.7100E+02,7.7342E-02,-8.3161E-02,3.4302E+01,-8.5266E+00,-9.0513E-02,-6.6165E-03,-4.5804E-03,-7.4552E-03,2.4744E-02,4.4927E-02,0.0000E+00,4.0000E+00,7.4328E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,3.0400E+02,5.7100E+02,7.0509E-02,-2.1883E-02,3.4302E+01,-8.5266E+00,-9.0513E-02,-7.7056E-03,-6.7487E-04,6.0173E-03,2.2901E-02,4.1637E-02,0.0000E+00,4.0000E+00,6.8794E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,3.0400E+02,5.7100E+02,4.7365E-02,-3.6743E-02,3.4302E+01,-8.5266E+00,-9.0513E-02,-4.8189E-03,-5.6221E-05,8.4656E-04,2.4807E-02,4.5781E-02,0.0000E+00,4.0000E+00,7.4519E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,3.0400E+02,5.7100E+02,4.6735E-02,-6.6485E-02,3.4302E+01,-8.5266E+00,-9.0513E-02,-5.8920E-03,3.1862E-04,9.5522E-03,2.3120E-02,4.3966E-02,0.0000E+00,4.0000E+00,6.9451E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,3.0400E+02,5.7100E+02,4.2016E-02,-6.8740E-02,3.4302E+01,-8.5266E+00,-9.0513E-02,-4.8804E-03,-8.3273E-04,5.5172E-03,2.1552E-02,4.1757E-02,0.0000E+00,4.0000E+00,6.4739E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,3.0400E+02,5.7100E+02,4.4319E-02,-5.3380E-02,3.4302E+01,-8.5266E+00,-9.0513E-02,-4.8985E-03,9.2774E-04,3.4317E-03,2.4293E-02,4.2183E-02,0.0000E+00,4.0000E+00,7.2974E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,3.0400E+02,5.7100E+02,3.9791E-02,-4.7278E-02,3.4302E+01,-8.5266E+00,-9.0513E-02,-4.7148E-03,8.5220E-04,5.6186E-03,2.2464E-02,4.4508E-02,0.0000E+00,4.0000E+00,6.7480E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,3.0400E+02,5.7100E+02,3.2910E-02,-4.5746E-03,3.4302E+01,-8.5266E+00,-9.0513E-02,-3.1990E-03,1.0717E-03,-7.6360E-04,2.5472E-02,4.5409E-02,0.0000E+00,4.0000E+00,7.6515E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,3.0400E+02,5.7100E+02,2.7395E-02,-3.0184E-03,3.4302E+01,-8.5266E+00,-9.0513E-02,-3.9146E-03,3.2927E-03,8.6485E-03,2.3294E-02,3.9457E-02,0.0000E+00,4.0000E+00,6.9972E-02,0.0000E+00,0.0000E+00,0.0000E+00
