FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,4.1400E+02,6.4000E+02,-9.1479E-03,1.1538E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,2.9862E-03,2.7225E-03,-7.2749E-03,1.4222E-02,1.1841E-02,0.0000E+00,4.0000E+00,6.1089E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,4.1400E+02,6.4000E+02,-1.1115E-01,6.0940E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.0925E-03,2.0074E-02,1.3072E-03,1.6959E-02,1.1541E-02,0.0000E+00,4.0000E+00,7.2845E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,4.1400E+02,6.4000E+02,-1.2033E-01,6.0577E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.3365E-03,2.0264E-02,2.8288E-03,1.7025E-02,1.2503E-02,0.0000E+00,4.0000E+00,7.3129E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,4.1400E+02,6.4000E+02,-1.1663E-01,6.4556E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.3771E-03,2.1137E-02,1.7415E-03,1.6662E-02,1.2666E-02,0.0000E+00,4.0000E+00,7.1569E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,4.1400E+02,6.4000E+02,-1.2874E-01,6.8890E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.8896E-03,2.2217E-02,3.1453E-03,1.4891E-02,1.2870E-02,0.0000E+00,4.0000E+00,6.3963E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,4.1400E+02,6.4000E+02,-1.3319E-01,7.0243E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.8457E-03,2.2955E-02,4.3538E-03,1.5816E-02,1.3366E-02,0.0000E+00,4.0000E+00,6.7935E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,4.1400E+02,6.4000E+02,-1.3178E-01,7.2895E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.1340E-03,2.3828E-02,6.2157E-03,1.6528E-02,1.1918E-02,0.0000E+00,4.0000E+00,7.0993E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,4.1400E+02,6.4000E+02,-1.3449E-01,7.8809E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.8039E-03,2.5308E-02,4.7172E-03,1.6681E-02,1.3970E-02,0.0000E+00,4.0000E+00,7.1654E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,4.1400E+02,6.4000E+02,-1.4076E-01,8.3846E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,9.2303E-03,2.6450E-02,4.9231E-03,1.6994E-02,1.4220E-02,0.0000E+00,4.0000E+00,7.2996E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,4.1400E+02,6.4000E+02,-1.3647E-01,8.3762E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.4783E-03,2.6104E-02,6.2684E-03,1.5324E-02,1.5432E-02,0.0000E+00,4.0000E+00,6.5825E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,4.1400E+02,6.4000E+02,-1.1990E-01,8.7178E-01,1.8896E+01,-3.5960E+00,-6.4348E-02,8.9370E-03,2.7532E-02,5.0615E-04,1.7424E-02,1.4082E-02,0.0000E+00,4.0000E+00,7.4844E-02,0.0000E+00,0.0000E+00,0.0000E+00
