Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
13.2847,0,0,0,0,2147483647
13.2847,0.867285,0.733589,0.733416,0.125002,1
13.2847,0.689952,0.634968,0.634388,0.057175,1
13.2847,0.663601,0.627543,0.627397,0.060889,1
13.2847,0.646413,0.615624,0.615459,0.053347,1
13.2847,0.585116,0.535979,0.535774,0.005406,1
13.2847,0.718267,0.617242,0.617074,0.058674,1
13.2847,0.825079,0.687299,0.687128,0.08521,1
13.2847,0.736069,0.674319,0.673984,0.063163,1
13.2847,0.691802,0.641724,0.641569,0.03745,1
13.2847,0.724114,0.662777,0.662613,0.061137,1
13.2847,0.741544,0.642591,0.642436,0.058948,1
13.2847,0.676941,0.590764,0.590611,0.051903,1
13.2847,0.606722,0.54646,0.5463,0.003063,1
13.2847,0.699493,0.581503,0.581306,0.05839,1
13.2847,0.676802,0.617475,0.617301,0.076181,1
13.2847,0.581924,0.554375,0.554219,0.002929,1
13.2847,0.713688,0.613487,0.613335,0.060372,1
13.2847,0.603386,0.576555,0.576409,0.002933,1
13.2847,0.712374,0.614289,0.614137,0.038063,1
13.2847,0.674239,0.613597,0.613127,0.036097,1
13.2847,0.707819,0.636916,0.636721,0.055967,1
13.2847,0.660347,0.634115,0.63397,0.083098,1
13.2847,0.666272,0.622838,0.622636,0.062143,1
13.2847,0.58728,0.558763,0.558608,0.002928,1
13.2847,0.669095,0.565917,0.565758,0.023722,1
13.2847,0.67187,0.634733,0.63457,0.090585,1
13.2847,0.607655,0.571933,0.57178,0.002916,1
13.2847,0.732325,0.610513,0.610347,0.008672,1
13.2847,0.714077,0.624857,0.624627,0.047066,1
13.2847,0.674114,0.609994,0.60984,0.077176,1
13.2847,0.641229,0.599697,0.599552,0.053132,1
13.2847,0.687402,0.647901,0.647745,0.057874,1
13.2847,0.618502,0.569464,0.569312,0.002912,1
13.2847,0.668194,0.561296,0.561141,0.00686,1
13.2847,0.666133,0.588381,0.588215,0.004457,1
13.2847,0.67707,0.587878,0.58767,0.043049,1
13.2847,0.61115,0.549001,0.548837,0.003155,1
13.2847,0.732437,0.620934,0.620666,0.057245,1
13.2847,0.64788,0.613095,0.612937,0.048197,1
13.2847,0.635194,0.556237,0.556079,0.002902,1
13.2847,0.627111,0.520799,0.520647,0.005478,1
13.2847,0.704997,0.58222,0.581937,0.028653,1
13.2847,0.73485,0.641031,0.640872,0.067882,1
13.2847,0.649564,0.617059,0.616812,0.059695,1
13.2847,0.677634,0.608587,0.608326,0.030125,1
13.2847,0.715326,0.622873,0.622633,0.056495,1
13.2847,0.671805,0.630331,0.630151,0.059848,1
13.2847,0.636514,0.596503,0.596353,0.050013,1
13.2847,0.590157,0.559679,0.559531,0.003132,1
13.2847,0.693952,0.594667,0.594458,0.067226,1
13.2847,0.64454,0.587278,0.586663,0.049727,1
13.2847,0.689526,0.616487,0.616085,0.062666,1
13.2847,0.654682,0.608068,0.607914,0.052844,1
13.2847,0.651862,0.598346,0.598135,0.056088,1
13.2847,0.618541,0.584998,0.584849,0.019349,1
13.2847,0.694013,0.629874,0.629715,0.080719,1
13.2847,0.645583,0.600559,0.600403,0.056234,1
13.2847,0.634137,0.594639,0.594488,0.050667,1
13.2847,0.656374,0.623308,0.623154,0.050879,1
13.2847,0.638457,0.587306,0.587103,0.010719,1
13.2847,0.708315,0.587768,0.587622,0.014859,1
13.2847,0.680189,0.597743,0.597588,0.022694,1
13.2847,0.69959,0.605251,0.605093,0.053633,1
13.2847,0.693679,0.652421,0.652268,0.084768,1
13.2847,0.662184,0.628643,0.628389,0.066533,1
13.2847,0.675511,0.577878,0.577696,0.031319,1
13.2847,0.680305,0.61833,0.618174,0.078459,1
13.2847,0.595767,0.566989,0.56684,0.025946,1
13.2847,0.684131,0.59569,0.595536,0.048136,1
13.2847,0.609327,0.5586,0.558441,0.008279,1
13.2847,0.719409,0.626814,0.626653,0.069145,1
13.2847,0.648316,0.609462,0.60922,0.039665,1
13.2847,0.69844,0.617646,0.617426,0.059123,1
13.2847,0.652031,0.615461,0.615305,0.057711,1
13.2847,0.676107,0.62357,0.623405,0.075488,1
13.2847,0.587622,0.557328,0.557181,0.003006,1
13.2847,0.669986,0.5641,0.563951,0.00321,1
13.2847,0.709873,0.609757,0.60952,0.082056,1
13.2847,0.597593,0.564203,0.564055,0.002894,1
13.2847,0.679102,0.594444,0.594299,0.054101,1
13.2847,0.705516,0.635488,0.635335,0.070273,1
13.2847,0.642319,0.613052,0.612903,0.061255,1
13.2847,0.676762,0.628537,0.628373,0.053399,1
13.2847,0.651439,0.612712,0.612561,0.058551,1
13.2847,0.655333,0.595917,0.595746,0.039233,1
13.2847,0.655991,0.600668,0.600508,0.055515,1
13.2847,0.652442,0.623594,0.623452,0.05574,1
