FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.5000E+02,5.8000E+02,-4.2134E-04,1.7581E-02,3.4594E+01,-9.2917E+00,1.3452E-02,1.9185E-03,-2.6936E-03,-1.9011E-02,1.9975E-02,4.1043E-02,0.0000E+00,4.0000E+00,6.7565E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,3.5000E+02,5.8000E+02,5.9813E-01,-9.9031E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-6.7353E-02,-4.8231E-02,-9.3946E-03,1.9176E-02,3.9701E-02,0.0000E+00,4.0000E+00,6.4864E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,3.5000E+02,5.8000E+02,6.0044E-01,-9.5047E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-6.7472E-02,-4.6061E-02,-1.1138E-02,2.0128E-02,3.9712E-02,0.0000E+00,4.0000E+00,6.8082E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,3.5000E+02,5.8000E+02,5.4651E-01,-9.5778E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-6.1926E-02,-4.5184E-02,-4.9011E-03,2.1049E-02,3.9248E-02,0.0000E+00,4.0000E+00,7.1198E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,3.5000E+02,5.8000E+02,5.7634E-01,-9.6517E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-6.5481E-02,-4.4094E-02,-3.8873E-03,2.0908E-02,4.0749E-02,0.0000E+00,4.0000E+00,7.0721E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,3.5000E+02,5.8000E+02,5.7866E-01,-9.4656E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-6.6300E-02,-4.2665E-02,1.9405E-03,1.9470E-02,3.8317E-02,0.0000E+00,4.0000E+00,6.5858E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,3.5000E+02,5.8000E+02,5.6858E-01,-9.0085E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-6.5353E-02,-4.1428E-02,4.5574E-03,2.1349E-02,3.9361E-02,0.0000E+00,4.0000E+00,7.2214E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,3.5000E+02,5.8000E+02,4.3360E-01,-8.9232E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-4.9093E-02,-4.2905E-02,-3.8886E-03,2.1252E-02,4.1790E-02,0.0000E+00,4.0000E+00,7.1884E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,3.5000E+02,5.8000E+02,4.0606E-01,-7.7736E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-4.7040E-02,-3.5858E-02,7.3307E-03,1.9764E-02,3.9714E-02,0.0000E+00,4.0000E+00,6.6853E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,3.5000E+02,5.8000E+02,3.9464E-01,-7.8027E-01,3.4594E+01,-9.2917E+00,1.3452E-02,-4.7029E-02,-3.3272E-02,2.0376E-02,1.9723E-02,3.9631E-02,0.0000E+00,4.0000E+00,6.6713E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,3.5000E+02,5.8000E+02,-2.8685E-01,-2.2838E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-4.3273E-02,-1.5237E-02,7.9585E-01,1.9748E-02,3.6748E-02,0.0000E+00,4.0000E+00,6.6798E-02,0.0000E+00,0.0000E+00,0.0000E+00
11,3.5000E+02,5.8000E+02,-2.8722E-01,-2.2795E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-4.3713E-02,-1.4632E-02,8.0097E-01,2.1728E-02,4.0498E-02,0.0000E+00,4.0000E+00,7.3495E-02,0.0000E+00,0.0000E+00,0.0000E+00
12,3.5000E+02,5.8000E+02,-2.9862E-01,-2.2465E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-4.2738E-02,-1.1798E-02,8.0397E-01,2.2512E-02,3.9126E-02,0.0000E+00,4.0000E+00,7.6148E-02,0.0000E+00,0.0000E+00,0.0000E+00
13,3.5000E+02,5.8000E+02,-3.2337E-01,-2.2470E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-4.0663E-02,-1.0212E-02,8.1148E-01,2.2661E-02,3.7643E-02,0.0000E+00,4.0000E+00,7.6651E-02,0.0000E+00,0.0000E+00,0.0000E+00
14,3.5000E+02,5.8000E+02,-1.1162E+00,-3.9708E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-3.9093E-02,2.0165E-02,1.7377E+00,2.0532E-02,4.2994E-02,0.0000E+00,4.0000E+00,6.9451E-02,0.0000E+00,0.0000E+00,0.0000E+00
15,3.5000E+02,5.8000E+02,-1.1375E+00,-3.9858E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-3.7547E-02,2.1012E-02,1.7467E+00,2.2057E-02,4.4889E-02,0.0000E+00,4.0000E+00,7.4607E-02,0.0000E+00,0.0000E+00,0.0000E+00
16,3.5000E+02,5.8000E+02,-1.1103E+00,-3.9701E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-3.9760E-02,1.9792E-02,1.7378E+00,1.7956E-02,4.4205E-02,0.0000E+00,4.0000E+00,6.0735E-02,0.0000E+00,0.0000E+00,0.0000E+00
17,3.5000E+02,5.8000E+02,-1.1168E+00,-3.9780E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-3.8646E-02,1.8367E-02,1.7342E+00,2.2707E-02,4.4999E-02,0.0000E+00,4.0000E+00,7.6805E-02,0.0000E+00,0.0000E+00,0.0000E+00
18,3.5000E+02,5.8000E+02,-3.4693E-01,-2.3592E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-4.1948E-02,-1.0920E-02,8.5316E-01,1.9787E-02,3.9061E-02,0.0000E+00,4.0000E+00,6.6930E-02,0.0000E+00,0.0000E+00,0.0000E+00
19,3.5000E+02,5.8000E+02,-3.3024E-01,-2.3213E+00,3.4594E+01,-9.2917E+00,1.3452E-02,-4.3161E-02,-1.0669E-02,8.4621E-01,2.0946E-02,3.9018E-02,0.0000E+00,4.0000E+00,7.0849E-02,0.0000E+00,0.0000E+00,0.0000E+00
