Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
25.129,0,0,0,0,2147483647
25.129,1.37603,1.21916,1.21871,0.186952,0
25.129,1.0909,1.05397,1.05379,0.067148,0
25.129,1.12212,1.06884,1.06868,0.058915,0
25.129,1.10097,1.06499,1.06482,0.102123,0
25.129,1.16597,1.11411,1.11388,0.070787,0
25.129,1.1611,1.11699,1.11679,0.060814,0
25.129,1.11992,1.08227,1.08212,0.0196,0
25.129,1.10825,1.01821,1.01804,0.010179,0
25.129,1.1311,1.05651,1.05628,0.011241,0
25.129,1.18569,1.08062,1.08046,0.062028,0
25.129,1.05063,1.01232,1.01216,0.004871,0
25.129,1.15018,1.04073,1.04056,0.008313,0
25.129,1.16241,1.09512,1.09493,0.082478,0
25.129,1.06229,1.02695,1.02679,0.005235,0
25.129,1.13885,1.03031,1.03014,0.01118,0
25.129,1.09277,1.03069,1.03049,0.050723,0
25.129,1.05776,0.967712,0.967512,0.015419,0
25.129,1.13425,1.06608,1.06592,0.06498,0
25.129,1.09752,1.03036,1.0302,0.006537,0
25.129,1.05495,1.00733,1.00716,0.035119,0
25.129,1.04985,0.966691,0.96601,0.005172,0
25.129,1.04857,0.982301,0.9821,0.014827,0
25.129,1.19724,1.08246,1.08226,0.032854,0
25.129,1.06873,0.981746,0.981585,0.004964,0
25.129,1.11937,1.03443,1.03426,0.07616,0
25.129,1.00936,0.974926,0.974768,0.005688,0
25.129,1.07381,0.987963,0.987792,0.004755,0
25.129,1.10327,1.0487,1.04833,0.041163,0
