Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
10.8569,0,0,0,0,2147483647
10.8569,0.808845,0.664404,0.664189,0.107648,1
10.8569,0.694634,0.640027,0.639637,0.05588,1
10.8569,0.671775,0.624627,0.624418,0.064568,1
10.8569,0.833257,0.787993,0.78783,0.003579,1
10.8569,0.618591,0.557751,0.55759,0.003484,1
10.8569,0.712368,0.600631,0.600424,0.00413,1
10.8569,0.762397,0.570398,0.570139,0.012233,1
10.8569,0.74707,0.644265,0.644048,0.081761,1
10.8569,0.633602,0.593611,0.593379,0.019748,1
10.8569,0.77303,0.65293,0.652752,0.085886,1
10.8569,0.70437,0.661004,0.660771,0.061977,1
10.8569,0.71614,0.622278,0.622107,0.054515,1
10.8569,0.669779,0.623088,0.622877,0.038039,1
10.8569,0.599186,0.540156,0.539979,0.020588,1
10.8569,0.664871,0.554195,0.553967,0.022121,1
10.8569,0.705952,0.606153,0.60594,0.050264,1
10.8569,0.648227,0.614813,0.614608,0.066927,1
10.8569,0.597504,0.558937,0.558771,0.028616,1
10.8569,0.882901,0.793324,0.79314,0.009337,1
10.8569,0.776709,0.655395,0.655189,0.06341,1
10.8569,0.740466,0.694391,0.694164,0.061145,1
10.8569,0.881636,0.848222,0.848042,0.060743,1
10.8569,0.655032,0.611818,0.611356,0.054422,1
10.8569,0.59048,0.548492,0.548281,0.00682,1
10.8569,0.912672,0.811551,0.811392,0.054249,1
10.8569,0.605451,0.578893,0.578692,0.01494,1
10.8569,0.671037,0.589109,0.588897,0.03591,1
10.8569,0.688967,0.600232,0.600052,0.036409,1
10.8569,0.683681,0.609239,0.609065,0.057092,1
10.8569,0.848023,0.79978,0.799608,0.05107,1
10.8569,0.587344,0.543125,0.542945,0.003454,1
10.8569,0.677113,0.586121,0.585833,0.046139,1
10.8569,0.871041,0.790929,0.788654,0.029064,1
10.8569,0.733711,0.653158,0.652974,0.056202,1
10.8569,0.601367,0.567697,0.567463,0.011793,1
10.8569,0.667859,0.562357,0.562183,0.003426,1
10.8569,0.875592,0.766571,0.766361,0.015581,1
10.8569,0.590255,0.550188,0.550018,0.003434,1
10.8569,0.654052,0.529701,0.529491,0.004108,1
10.8569,0.635508,0.542827,0.542656,0.004009,1
10.8569,0.707483,0.597447,0.597227,0.055826,1
10.8569,0.588493,0.548655,0.548476,0.004092,1
10.8569,0.718616,0.623758,0.623575,0.069452,1
10.8569,0.586578,0.539096,0.538922,0.00381,1
10.8569,0.731417,0.632654,0.632316,0.077401,1
10.8569,0.657759,0.613324,0.613085,0.041447,1
10.8569,0.628604,0.563125,0.562944,0.003722,1
