FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,8.5165E-04,6.6711E-03,1.6543E-02,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
1,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,-9.5327E-04,-7.7956E-03,-1.3952E-02,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
2,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,3.1873E-04,2.4887E-03,6.1398E-03,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
3,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,1.4489E-03,1.2190E-02,2.0325E-02,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
4,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,5.8831E-04,4.9705E-03,7.6636E-03,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
5,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,-3.0567E-04,-3.0011E-03,3.9879E-04,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
6,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,-6.5675E-04,-5.2279E-03,-1.1174E-02,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
7,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,1.1603E-03,1.0117E-02,1.2429E-02,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
8,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,4.3019E-04,3.9800E-03,2.0823E-03,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
9,5.2000E+02,4.8000E+02,0.0000E+00,0.0000E+00,-1.6457E+00,-4.6674E+01,3.0496E+02,1.0277E-03,8.7014E-03,1.3535E-02,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
