Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
9.70616,0,0,0,0,2147483647
9.70616,0.858146,0.708702,0.708474,0.104003,1
9.70616,0.647884,0.601083,0.600851,0.028164,1
9.70616,0.712176,0.638032,0.637866,0.039363,1
9.70616,0.647436,0.568442,0.568246,0.007995,1
9.70616,0.695454,0.56994,0.569672,0.004711,1
9.70616,0.685411,0.582682,0.582223,0.021219,1
9.70616,0.685071,0.599862,0.599607,0.023423,1
9.70616,0.716243,0.624913,0.624753,0.036744,1
9.70616,0.679209,0.597344,0.597151,0.004526,1
9.70616,0.726905,0.611594,0.611438,0.003164,1
9.70616,0.653108,0.562263,0.562103,0.00303,1
9.70616,0.673886,0.565756,0.565549,0.005684,1
9.70616,0.709595,0.58381,0.583622,0.011739,1
9.70616,0.674759,0.587549,0.587397,0.003182,1
9.70616,0.725388,0.635047,0.634886,0.052519,1
9.70616,0.692158,0.664741,0.664589,0.062616,1
9.70616,0.678525,0.626754,0.626585,0.035495,1
9.70616,0.659248,0.57659,0.576443,0.003094,1
9.70616,0.905805,0.816305,0.815958,0.052717,1
9.70616,0.640813,0.599805,0.599643,0.007952,1
9.70616,0.733596,0.64015,0.639985,0.056859,1
9.70616,0.729323,0.674721,0.674568,0.053396,1
9.70616,0.714097,0.656298,0.656142,0.053483,1
9.70616,0.673746,0.632438,0.632255,0.011762,1
9.70616,0.657657,0.569455,0.569289,0.005276,1
9.70616,0.665318,0.565341,0.565177,0.009631,1
9.70616,0.725935,0.582984,0.582824,0.025561,1
9.70616,0.656773,0.550462,0.550259,0.002962,1
9.70616,0.683753,0.567694,0.56753,0.003022,1
9.70616,0.715138,0.623576,0.623182,0.009763,1
9.70616,0.714627,0.621941,0.621782,0.014143,1
9.70616,0.694676,0.608017,0.607867,0.003151,1
9.70616,0.682708,0.579616,0.579415,0.006954,1
9.70616,0.688398,0.607083,0.606931,0.002948,1
9.70616,0.76086,0.652095,0.651304,0.07295,1
9.70616,0.592429,0.563636,0.56346,0.005168,1
9.70616,0.677583,0.558998,0.558828,0.003077,1
9.70616,0.720609,0.61796,0.617789,0.031462,1
9.70616,0.655108,0.578275,0.578108,0.006543,1
9.70616,0.705785,0.609244,0.608924,0.014864,1
9.70616,0.692456,0.585717,0.585543,0.024141,1
