Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
11.8191,0,0,0,0,2147483647
11.8191,0.877205,0.717981,0.717752,0.159475,1
11.8191,0.585765,0.536003,0.535819,0.022118,1
11.8191,0.674501,0.584326,0.583671,0.065726,1
11.8191,0.620656,0.577904,0.57774,0.050865,1
11.8191,0.670869,0.612092,0.611571,0.074735,1
11.8191,0.579081,0.532522,0.532353,0.009002,1
11.8191,0.659686,0.583733,0.583545,0.052504,1
11.8191,0.578326,0.519095,0.518928,0.015302,1
11.8191,0.616551,0.520195,0.52002,0.003367,1
11.8191,0.691208,0.588693,0.588509,0.061465,1
11.8191,0.575441,0.543861,0.543678,0.021314,1
11.8191,0.691354,0.593109,0.59293,0.070255,1
11.8191,0.556702,0.506028,0.505765,0.003362,1
11.8191,0.891928,0.809136,0.808957,0.073499,1
11.8191,0.574492,0.528516,0.528347,0.003683,1
11.8191,0.659432,0.568311,0.568151,0.049051,1
11.8191,0.651248,0.57735,0.57701,0.059652,1
11.8191,0.843486,0.787573,0.787401,0.064728,1
11.8191,0.632328,0.579388,0.579163,0.047122,1
11.8191,0.647721,0.602253,0.602092,0.061985,1
11.8191,0.606967,0.564078,0.563917,0.055975,1
11.8191,0.645635,0.585192,0.584987,0.057985,1
11.8191,0.780047,0.751138,0.750969,0.055183,1
11.8191,0.657258,0.612642,0.61249,0.075202,1
11.8191,0.644818,0.612142,0.611918,0.070198,1
11.8191,0.799595,0.760537,0.76033,0.063986,1
11.8191,0.586406,0.528196,0.528018,0.02858,1
11.8191,0.639948,0.562041,0.561767,0.053389,1
11.8191,0.582536,0.534396,0.53423,0.0097,1
11.8191,0.693639,0.603762,0.603582,0.080346,1
11.8191,0.645362,0.582647,0.58248,0.05398,1
11.8191,0.622316,0.589642,0.589266,0.052934,1
11.8191,0.681782,0.601644,0.601481,0.060788,1
11.8191,0.646127,0.600018,0.599859,0.076553,1
11.8191,0.56425,0.530615,0.530457,0.012386,1
11.8191,0.937331,0.815811,0.815555,0.056157,1
11.8191,0.596125,0.564029,0.56386,0.054407,1
11.8191,0.551912,0.510691,0.510533,0.00352,1
11.8191,0.686117,0.598027,0.597817,0.06688,1
11.8191,0.5935,0.539898,0.53966,0.030948,1
11.8191,0.650496,0.555041,0.554798,0.00468,1
11.8191,0.70017,0.596754,0.596493,0.060532,1
11.8191,0.631434,0.594371,0.594209,0.053533,1
11.8191,0.58786,0.557705,0.557531,0.03276,1
11.8191,0.676688,0.576892,0.576712,0.062024,1
11.8191,0.798877,0.763111,0.762951,0.061877,1
11.8191,0.651868,0.606894,0.606723,0.058071,1
11.8191,0.5849,0.55082,0.550651,0.053174,1
11.8191,0.676963,0.599795,0.599613,0.054319,1
11.8191,0.610293,0.565202,0.565048,0.00328,1
11.8191,0.593648,0.509457,0.509282,0.003611,1
11.8191,0.663582,0.519612,0.519456,0.003569,1
11.8191,0.594886,0.515202,0.515041,0.004217,1
11.8191,0.642783,0.547149,0.546972,0.028161,1
11.8191,0.583155,0.519719,0.519557,0.004113,1
11.8191,0.626659,0.533372,0.533132,0.013853,1
11.8191,0.634011,0.536525,0.536349,0.003946,1
11.8191,0.686049,0.586988,0.586693,0.063885,1
