FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.8300E+02,7.3300E+02,2.9084E-02,-9.0836E-02,2.2417E+01,4.1713E-01,2.8858E-02,-2.2029E-03,-3.0945E-03,-3.2579E-02,2.3006E-02,4.3072E-02,0.0000E+00,4.0000E+00,5.1532E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,3.8300E+02,7.3300E+02,-2.8210E-02,5.1988E-01,2.2417E+01,4.1713E-01,2.8858E-02,1.7923E-03,1.7099E-02,-3.3613E-03,2.4184E-02,3.6206E-02,0.0000E+00,4.0000E+00,5.4171E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,3.8300E+02,7.3300E+02,-7.2290E-02,6.0506E-01,2.2417E+01,4.1713E-01,2.8858E-02,5.3325E-03,2.1790E-02,9.8379E-03,2.2907E-02,3.7570E-02,0.0000E+00,4.0000E+00,5.1311E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,3.8300E+02,7.3300E+02,-9.6114E-02,5.5766E-01,2.2417E+01,4.1713E-01,2.8858E-02,7.2674E-03,1.8970E-02,1.2811E-02,2.3437E-02,3.4489E-02,0.0000E+00,4.0000E+00,5.2498E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,3.8300E+02,7.3300E+02,-7.2004E-02,6.3065E-01,2.2417E+01,4.1713E-01,2.8858E-02,5.2029E-03,1.8935E-02,-1.0429E-02,2.5422E-02,3.8809E-02,0.0000E+00,4.0000E+00,5.6944E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,3.8300E+02,7.3300E+02,-8.1159E-02,5.9042E-01,2.2417E+01,4.1713E-01,2.8858E-02,6.0769E-03,2.0687E-02,-2.5455E-03,2.2457E-02,3.4511E-02,0.0000E+00,4.0000E+00,5.0303E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,3.8300E+02,7.3300E+02,-7.7695E-02,6.5300E-01,2.2417E+01,4.1713E-01,2.8858E-02,5.7965E-03,2.4712E-02,6.2542E-05,2.1451E-02,3.7951E-02,0.0000E+00,4.0000E+00,4.8048E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,3.8300E+02,7.3300E+02,-1.2607E-01,6.6704E-01,2.2417E+01,4.1713E-01,2.8858E-02,9.7462E-03,2.6725E-02,1.2689E-02,2.1769E-02,3.9971E-02,0.0000E+00,4.0000E+00,4.8762E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,3.8300E+02,7.3300E+02,-8.5726E-02,6.9203E-01,2.2417E+01,4.1713E-01,2.8858E-02,6.3883E-03,2.5621E-02,4.3701E-03,2.0476E-02,3.6796E-02,0.0000E+00,4.0000E+00,4.5865E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,3.8300E+02,7.3300E+02,-8.5035E-02,7.3092E-01,2.2417E+01,4.1713E-01,2.8858E-02,6.2806E-03,2.6658E-02,6.2781E-03,2.2677E-02,3.8166E-02,0.0000E+00,4.0000E+00,5.0796E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,3.8300E+02,7.3300E+02,-9.0064E-02,6.4121E-01,2.2417E+01,4.1713E-01,2.8858E-02,6.7609E-03,2.3201E-02,6.1218E-03,2.2075E-02,3.5852E-02,0.0000E+00,4.0000E+00,4.9446E-02,0.0000E+00,0.0000E+00,0.0000E+00
11,3.8300E+02,7.3300E+02,-1.0161E-01,6.8314E-01,2.2417E+01,4.1713E-01,2.8858E-02,7.7482E-03,2.6701E-02,4.6444E-04,2.1622E-02,3.6343E-02,0.0000E+00,4.0000E+00,4.8432E-02,0.0000E+00,0.0000E+00,0.0000E+00
12,3.8300E+02,7.3300E+02,-1.2992E-01,6.9107E-01,2.2417E+01,4.1713E-01,2.8858E-02,9.9735E-03,2.5820E-02,1.3572E-02,2.2298E-02,3.3341E-02,0.0000E+00,4.0000E+00,4.9946E-02,0.0000E+00,0.0000E+00,0.0000E+00
13,3.8300E+02,7.3300E+02,-1.2029E-01,7.0462E-01,2.2417E+01,4.1713E-01,2.8858E-02,9.1405E-03,2.5047E-02,1.0503E-02,2.1524E-02,3.6938E-02,0.0000E+00,4.0000E+00,4.8214E-02,0.0000E+00,0.0000E+00,0.0000E+00
14,3.8300E+02,7.3300E+02,-5.7914E-02,6.5109E-01,2.2417E+01,4.1713E-01,2.8858E-02,4.0945E-03,2.2396E-02,5.7755E-03,2.0264E-02,3.7247E-02,0.0000E+00,4.0000E+00,4.5391E-02,0.0000E+00,0.0000E+00,0.0000E+00
15,3.8300E+02,7.3300E+02,-6.1768E-02,6.9813E-01,2.2417E+01,4.1713E-01,2.8858E-02,4.4047E-03,2.5263E-02,7.3591E-03,2.7395E-02,3.9161E-02,0.0000E+00,4.0000E+00,6.1364E-02,0.0000E+00,0.0000E+00,0.0000E+00
16,3.8300E+02,7.3300E+02,-1.1729E+00,-7.0966E-01,2.2417E+01,4.1713E-01,2.8858E-02,9.5553E-02,1.4357E-02,7.4425E-01,2.5524E-02,3.9453E-02,0.0000E+00,4.0000E+00,5.7173E-02,0.0000E+00,0.0000E+00,0.0000E+00
17,3.8300E+02,7.3300E+02,-2.8768E+00,-3.3091E+00,2.2417E+01,4.1713E-01,2.8858E-02,2.3463E-01,-1.5100E-02,2.0253E+00,2.5623E-02,4.2332E-02,0.0000E+00,4.0000E+00,5.7395E-02,0.0000E+00,0.0000E+00,0.0000E+00
