FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,5.0700E+02,6.7100E+02,-1.1074E-02,-6.4619E-03,1.2313E+01,-2.1598E+00,2.7217E-02,7.4697E-04,3.2504E-04,-7.7947E-03,2.4063E-02,4.7758E-02,0.0000E+00,4.0000E+00,5.5264E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,5.0700E+02,6.7100E+02,-5.7837E-02,5.9533E-01,1.2313E+01,-2.1598E+00,2.7217E-02,4.3101E-03,1.8025E-02,4.7697E-03,2.0378E-02,3.8042E-02,0.0000E+00,4.0000E+00,4.6801E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,5.0700E+02,6.7100E+02,-1.1884E-01,6.9925E-01,1.2313E+01,-2.1598E+00,2.7217E-02,9.7692E-03,2.2096E-02,2.5644E-02,2.2898E-02,4.0645E-02,0.0000E+00,4.0000E+00,5.2588E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,5.0700E+02,6.7100E+02,-1.0577E-01,6.3356E-01,1.2313E+01,-2.1598E+00,2.7217E-02,8.5363E-03,2.0820E-02,1.5439E-02,2.5181E-02,3.9370E-02,0.0000E+00,4.0000E+00,5.7831E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,5.0700E+02,6.7100E+02,-8.5161E-02,7.4247E-01,1.2313E+01,-2.1598E+00,2.7217E-02,6.5135E-03,2.1650E-02,1.0022E-02,2.1190E-02,4.2928E-02,0.0000E+00,4.0000E+00,4.8665E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,5.0700E+02,6.7100E+02,-8.1271E-02,6.5755E-01,1.2313E+01,-2.1598E+00,2.7217E-02,6.4469E-03,2.3812E-02,9.4918E-03,2.1684E-02,3.6360E-02,0.0000E+00,4.0000E+00,4.9800E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,5.0700E+02,6.7100E+02,-1.3395E-01,7.6275E-01,1.2313E+01,-2.1598E+00,2.7217E-02,1.0947E-02,2.6904E-02,2.0817E-02,2.3001E-02,3.7567E-02,0.0000E+00,4.0000E+00,5.2825E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,5.0700E+02,6.7100E+02,-1.0944E-01,7.5355E-01,1.2313E+01,-2.1598E+00,2.7217E-02,8.6769E-03,2.6190E-02,1.0593E-02,2.4065E-02,3.9765E-02,0.0000E+00,4.0000E+00,5.5268E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,5.0700E+02,6.7100E+02,-1.1380E-01,7.6901E-01,1.2313E+01,-2.1598E+00,2.7217E-02,9.1876E-03,2.5989E-02,1.8522E-02,2.1691E-02,4.0460E-02,0.0000E+00,4.0000E+00,4.9815E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,5.0700E+02,6.7100E+02,-1.1559E-01,7.5129E-01,1.2313E+01,-2.1598E+00,2.7217E-02,9.2233E-03,2.5631E-02,1.3020E-02,2.4800E-02,4.0919E-02,0.0000E+00,4.0000E+00,5.6955E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,5.0700E+02,6.7100E+02,-1.1220E-01,7.6048E-01,1.2313E+01,-2.1598E+00,2.7217E-02,8.9091E-03,2.5162E-02,1.3091E-02,2.1144E-02,4.3593E-02,0.0000E+00,4.0000E+00,4.8560E-02,0.0000E+00,0.0000E+00,0.0000E+00
11,5.0700E+02,6.7100E+02,-1.1396E-01,8.2429E-01,1.2313E+01,-2.1598E+00,2.7217E-02,8.7997E-03,2.6129E-02,6.6917E-03,2.3882E-02,4.0306E-02,0.0000E+00,4.0000E+00,5.4847E-02,0.0000E+00,0.0000E+00,0.0000E+00
