FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.7200E+02,8.8800E+02,-1.6771E-02,-9.1076E-03,3.2160E+01,8.6034E+00,9.3118E-03,7.8317E-04,3.9531E-04,1.1164E-02,2.7504E-02,1.6902E-01,0.0000E+00,4.0000E+00,8.0974E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,3.7200E+02,8.8800E+02,-2.4442E-02,-6.7688E-02,3.2160E+01,8.6034E+00,9.3118E-03,3.9650E-03,-9.0854E-03,-9.7217E-03,2.4277E-02,1.6594E-01,0.0000E+00,4.0000E+00,7.1473E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,3.7200E+02,8.8800E+02,-7.4529E-02,-2.0342E-01,3.2160E+01,8.6034E+00,9.3118E-03,3.8214E-03,-9.8930E-03,4.7765E-02,2.7137E-02,1.5944E-01,0.0000E+00,4.0000E+00,7.9892E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,3.7200E+02,8.8800E+02,-2.5635E-02,-1.0071E-01,3.2160E+01,8.6034E+00,9.3118E-03,-6.1175E-04,-3.2101E-03,3.5360E-02,2.7117E-02,1.8262E-01,0.0000E+00,4.0000E+00,7.9833E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,3.7200E+02,8.8800E+02,-9.7293E-03,3.8101E-04,3.2160E+01,8.6034E+00,9.3118E-03,3.4353E-05,5.5600E-03,8.9952E-03,2.6729E-02,1.8119E-01,0.0000E+00,4.0000E+00,7.8692E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,3.7200E+02,8.8800E+02,-3.6357E-02,-3.9932E-02,3.2160E+01,8.6034E+00,9.3118E-03,4.0135E-03,-3.0226E-03,1.8529E-03,2.9186E-02,1.7598E-01,0.0000E+00,4.0000E+00,8.5925E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,3.7200E+02,8.8800E+02,-4.0234E-02,-2.5596E-02,3.2160E+01,8.6034E+00,9.3118E-03,2.6267E-03,2.3740E-03,1.8693E-02,2.5920E-02,1.6600E-01,0.0000E+00,4.0000E+00,7.6310E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,3.7200E+02,8.8800E+02,-6.2129E-02,-1.1703E-01,3.2160E+01,8.6034E+00,9.3118E-03,4.5434E-03,-3.7116E-03,2.5328E-02,2.6698E-02,1.7672E-01,0.0000E+00,4.0000E+00,7.8600E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,3.7200E+02,8.8800E+02,-9.3295E-02,-1.1115E-01,3.2160E+01,8.6034E+00,9.3118E-03,6.3023E-03,-2.7666E-03,4.3267E-02,2.7214E-02,1.6739E-01,0.0000E+00,4.0000E+00,8.0119E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,3.7200E+02,8.8800E+02,5.1050E-01,5.4415E-01,3.2160E+01,8.6034E+00,9.3118E-03,-1.0433E-02,-2.1082E-02,-4.6869E-01,2.4245E-02,3.1900E-01,0.0000E+00,4.0000E+00,7.1378E-02,0.0000E+00,0.0000E+00,0.0000E+00
