FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.1000E+02,9.1900E+02,-5.2800E-02,2.5861E-02,3.9235E+01,1.0384E+01,1.5227E-02,4.5968E-03,2.7664E-03,1.2365E-02,2.9039E-02,1.5708E-01,0.0000E+00,4.0000E+00,1.0239E-01,0.0000E+00,0.0000E+00,0.0000E+00
1,3.1000E+02,9.1900E+02,-5.5623E-02,-8.0363E-02,3.9235E+01,1.0384E+01,1.5227E-02,6.6564E-03,-5.4534E-03,-1.7580E-03,3.0615E-02,1.7579E-01,0.0000E+00,4.0000E+00,1.0795E-01,0.0000E+00,0.0000E+00,0.0000E+00
2,3.1000E+02,9.1900E+02,-1.4890E-01,-1.3570E-01,3.9235E+01,1.0384E+01,1.5227E-02,6.3478E-03,2.7968E-03,9.2592E-02,3.0532E-02,1.5468E-01,0.0000E+00,4.0000E+00,1.0766E-01,0.0000E+00,0.0000E+00,0.0000E+00
3,3.1000E+02,9.1900E+02,-9.2377E-02,-9.2846E-02,3.9235E+01,1.0384E+01,1.5227E-02,1.6664E-03,3.3631E-03,7.7010E-02,2.7862E-02,1.5139E-01,0.0000E+00,4.0000E+00,9.8244E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,3.1000E+02,9.1900E+02,-5.7677E-02,1.6115E-04,3.9235E+01,1.0384E+01,1.5227E-02,2.9882E-03,1.2978E-03,3.1858E-02,3.1440E-02,1.5909E-01,0.0000E+00,4.0000E+00,1.1086E-01,0.0000E+00,0.0000E+00,0.0000E+00
5,3.1000E+02,9.1900E+02,-5.4471E-02,-8.5357E-02,3.9235E+01,1.0384E+01,1.5227E-02,3.9767E-03,-7.5711E-04,1.9220E-02,3.1315E-02,1.5941E-01,0.0000E+00,4.0000E+00,1.1042E-01,0.0000E+00,0.0000E+00,0.0000E+00
6,3.1000E+02,9.1900E+02,-7.1446E-02,-2.8067E-04,3.9235E+01,1.0384E+01,1.5227E-02,5.7575E-03,3.7679E-03,2.0328E-02,2.9168E-02,1.6019E-01,0.0000E+00,4.0000E+00,1.0285E-01,0.0000E+00,0.0000E+00,0.0000E+00
7,3.1000E+02,9.1900E+02,-1.2397E-01,1.2256E-01,3.9235E+01,1.0384E+01,1.5227E-02,9.2686E-03,8.2000E-03,4.2954E-02,3.2923E-02,1.4958E-01,0.0000E+00,4.0000E+00,1.1609E-01,0.0000E+00,0.0000E+00,0.0000E+00
8,3.1000E+02,9.1900E+02,-1.3756E-01,-1.3801E-01,3.9235E+01,1.0384E+01,1.5227E-02,1.0328E-02,-9.4222E-04,4.6786E-02,3.0646E-02,1.5396E-01,0.0000E+00,4.0000E+00,1.0806E-01,0.0000E+00,0.0000E+00,0.0000E+00
9,3.1000E+02,9.1900E+02,1.1999E+00,1.1232E+00,3.9235E+01,1.0384E+01,1.5227E-02,-2.1694E-02,-3.6701E-02,-1.0060E+00,3.0780E-02,1.8253E-01,0.0000E+00,4.0000E+00,1.0853E-01,0.0000E+00,0.0000E+00,0.0000E+00
