FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,4.9600E+02,7.6400E+02,4.9054E-02,1.1281E-02,1.8078E+01,1.4592E+00,-1.0736E-02,-2.5057E-03,-9.1195E-03,-3.8974E-02,2.9890E-02,1.0064E-01,0.0000E+00,4.0000E+00,1.1638E-01,0.0000E+00,0.0000E+00,0.0000E+00
1,4.9600E+02,7.6400E+02,3.1230E-02,-1.4154E-01,1.8078E+01,1.4592E+00,-1.0736E-02,-1.8086E-03,-1.3336E-02,-2.1818E-02,2.8791E-02,9.7780E-02,0.0000E+00,4.0000E+00,1.1210E-01,0.0000E+00,0.0000E+00,0.0000E+00
2,4.9600E+02,7.6400E+02,-6.8935E-03,-3.2324E-01,1.8078E+01,1.4592E+00,-1.0736E-02,-2.3282E-03,-1.2327E-02,4.1538E-02,3.0218E-02,1.0155E-01,0.0000E+00,4.0000E+00,1.1766E-01,0.0000E+00,0.0000E+00,0.0000E+00
3,4.9600E+02,7.6400E+02,1.1496E-02,-2.6515E-01,1.8078E+01,1.4592E+00,-1.0736E-02,-3.5645E-03,-1.2349E-02,3.0750E-02,2.8128E-02,1.0176E-01,0.0000E+00,4.0000E+00,1.0952E-01,0.0000E+00,0.0000E+00,0.0000E+00
4,4.9600E+02,7.6400E+02,3.6485E-02,-7.8800E-02,1.8078E+01,1.4592E+00,-1.0736E-02,-4.4545E-03,-9.7349E-03,6.1226E-03,2.9319E-02,1.0190E-01,0.0000E+00,4.0000E+00,1.1416E-01,0.0000E+00,0.0000E+00,0.0000E+00
5,4.9600E+02,7.6400E+02,4.9160E-02,-1.2937E-01,1.8078E+01,1.4592E+00,-1.0736E-02,-4.5046E-03,-1.2356E-02,-1.2908E-02,2.8421E-02,1.0921E-01,0.0000E+00,4.0000E+00,1.1066E-01,0.0000E+00,0.0000E+00,0.0000E+00
6,4.9600E+02,7.6400E+02,-1.4374E-03,-2.0705E-01,1.8078E+01,1.4592E+00,-1.0736E-02,-1.5488E-03,-8.5892E-03,2.2976E-02,3.0251E-02,9.9538E-02,0.0000E+00,4.0000E+00,1.1779E-01,0.0000E+00,0.0000E+00,0.0000E+00
7,4.9600E+02,7.6400E+02,1.8325E-02,-8.7239E-02,1.8078E+01,1.4592E+00,-1.0736E-02,-1.3855E-03,-1.0855E-02,-7.4452E-03,3.0484E-02,1.0600E-01,0.0000E+00,4.0000E+00,1.1869E-01,0.0000E+00,0.0000E+00,0.0000E+00
8,4.9600E+02,7.6400E+02,-8.1214E-02,-1.6466E-01,1.8078E+01,1.4592E+00,-1.0736E-02,4.2039E-03,-4.3058E-03,6.7665E-02,2.8416E-02,9.7573E-02,0.0000E+00,4.0000E+00,1.1064E-01,0.0000E+00,0.0000E+00,0.0000E+00
9,4.9600E+02,7.6400E+02,5.0203E-01,1.1576E+00,1.8078E+01,1.4592E+00,-1.0736E-02,9.9339E-03,-4.3660E-02,-8.8747E-01,3.0226E-02,9.0701E-02,0.0000E+00,4.0000E+00,1.1769E-01,0.0000E+00,0.0000E+00,0.0000E+00
10,4.9600E+02,7.6400E+02,7.4363E-01,1.8106E+00,1.8078E+01,1.4592E+00,-1.0736E-02,2.2243E-02,-6.9163E-02,-1.4159E+00,3.0158E-02,1.0377E-01,0.0000E+00,4.0000E+00,1.1742E-01,0.0000E+00,0.0000E+00,0.0000E+00
11,4.9600E+02,7.6400E+02,1.0884E+00,1.4733E+00,1.8078E+01,1.4592E+00,-1.0736E-02,2.5883E-02,-1.5153E-01,-1.9852E+00,2.7739E-02,1.1802E-01,0.0000E+00,4.0000E+00,1.0800E-01,0.0000E+00,0.0000E+00,0.0000E+00
12,4.9600E+02,7.6400E+02,1.3136E+00,1.1710E+00,1.8078E+01,1.4592E+00,-1.0736E-02,3.3100E-02,-2.1911E-01,-2.4211E+00,2.4706E-02,1.2760E-01,0.0000E+00,4.0000E+00,9.6193E-02,0.0000E+00,0.0000E+00,0.0000E+00
13,4.9600E+02,7.6400E+02,1.3252E+00,1.2874E+00,1.8078E+01,1.4592E+00,-1.0736E-02,3.3928E-02,-2.2045E-01,-2.4484E+00,2.7780E-02,1.1979E-01,0.0000E+00,4.0000E+00,1.0816E-01,0.0000E+00,0.0000E+00,0.0000E+00
14,4.9600E+02,7.6400E+02,1.3235E+00,1.2987E+00,1.8078E+01,1.4592E+00,-1.0736E-02,3.4869E-02,-2.1845E-01,-2.4592E+00,2.6075E-02,1.2111E-01,0.0000E+00,4.0000E+00,1.0153E-01,0.0000E+00,0.0000E+00,0.0000E+00
15,4.9600E+02,7.6400E+02,1.4020E+00,1.4270E+00,1.8078E+01,1.4592E+00,-1.0736E-02,2.5377E-02,-2.0947E-01,-2.4527E+00,2.6516E-02,1.2163E-01,0.0000E+00,4.0000E+00,1.0324E-01,0.0000E+00,0.0000E+00,0.0000E+00
16,4.9600E+02,7.6400E+02,1.3925E+00,1.5174E+00,1.8078E+01,1.4592E+00,-1.0736E-02,2.5429E-02,-2.0871E-01,-2.4374E+00,2.5103E-02,1.2843E-01,0.0000E+00,4.0000E+00,9.7742E-02,0.0000E+00,0.0000E+00,0.0000E+00
17,4.9600E+02,7.6400E+02,1.3852E+00,1.3821E+00,1.8078E+01,1.4592E+00,-1.0736E-02,3.1031E-02,-2.1301E-01,-2.5038E+00,2.8630E-02,1.1321E-01,0.0000E+00,4.0000E+00,1.1147E-01,0.0000E+00,0.0000E+00,0.0000E+00
