FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,2.7900E+02,7.3300E+02,-4.0641E-02,-4.1505E-03,4.2923E+01,-3.8863E-01,4.1972E-02,2.0807E-03,6.6906E-03,1.9675E-02,2.6138E-02,1.5904E-01,0.0000E+00,4.0000E+00,7.9326E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,2.7900E+02,7.3300E+02,-2.5168E-02,-1.2067E-01,4.2923E+01,-3.8863E-01,4.1972E-02,4.6825E-03,-6.5656E-03,-1.4477E-02,2.4251E-02,1.3464E-01,0.0000E+00,4.0000E+00,7.3602E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,2.7900E+02,7.3300E+02,-1.3670E-01,-2.2875E-01,4.2923E+01,-3.8863E-01,4.1972E-02,3.5296E-03,1.6254E-03,9.9696E-02,2.6346E-02,1.4578E-01,0.0000E+00,4.0000E+00,7.9958E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,2.7900E+02,7.3300E+02,-1.1768E-01,-1.9949E-01,4.2923E+01,-3.8863E-01,4.1972E-02,1.7682E-03,9.2502E-04,9.6692E-02,2.6838E-02,1.4464E-01,0.0000E+00,4.0000E+00,8.1451E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,2.7900E+02,7.3300E+02,-9.6979E-02,-3.5302E-02,4.2923E+01,-3.8863E-01,4.1972E-02,2.5124E-03,5.9481E-03,7.0759E-02,2.7000E-02,1.5388E-01,0.0000E+00,4.0000E+00,8.1943E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,2.7900E+02,7.3300E+02,-7.4792E-02,-1.6021E-01,4.2923E+01,-3.8863E-01,4.1972E-02,2.8497E-03,-8.2654E-04,4.6889E-02,2.4498E-02,1.4426E-01,0.0000E+00,4.0000E+00,7.4350E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,2.7900E+02,7.3300E+02,-4.8119E-02,-6.2541E-02,4.2923E+01,-3.8863E-01,4.1972E-02,2.8271E-03,-3.0299E-04,2.2241E-02,2.8675E-02,1.6981E-01,0.0000E+00,4.0000E+00,8.7026E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,2.7900E+02,7.3300E+02,-7.5812E-02,-6.7136E-02,4.2923E+01,-3.8863E-01,4.1972E-02,8.6251E-03,1.1609E-03,-3.5829E-04,2.6440E-02,1.6375E-01,0.0000E+00,4.0000E+00,8.0244E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,2.7900E+02,7.3300E+02,-1.2138E-01,-2.0212E-01,4.2923E+01,-3.8863E-01,4.1972E-02,8.7341E-03,-2.2863E-04,4.1768E-02,2.5932E-02,1.4057E-01,0.0000E+00,4.0000E+00,7.8703E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,2.7900E+02,7.3300E+02,1.4905E+00,1.8497E+00,4.2923E+01,-3.8863E-01,4.1972E-02,-2.7020E-02,-3.5327E-02,-1.1901E+00,2.4706E-02,1.6093E-01,0.0000E+00,4.0000E+00,7.4981E-02,0.0000E+00,0.0000E+00,0.0000E+00
