Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
9.68789,0,0,0,0,2147483647
9.68789,1.04409,0.885894,0.885646,0.169625,0
9.68789,0.775102,0.716056,0.715895,0.004525,1
9.68789,0.834115,0.760011,0.759816,0.056021,1
9.68789,0.842152,0.79843,0.798273,0.086495,1
9.68789,0.805987,0.772885,0.772725,0.064772,1
9.68789,0.941254,0.856844,0.856677,0.060988,1
9.68789,0.915426,0.842491,0.842337,0.085145,1
9.68789,0.782155,0.745216,0.745042,0.004388,1
9.68789,0.842721,0.699102,0.698933,0.004062,1
9.68789,0.846351,0.752825,0.752561,0.039214,1
9.68789,0.783617,0.747534,0.747377,0.068034,1
9.68789,0.785033,0.752458,0.752306,0.009441,1
9.68789,0.861506,0.764183,0.763991,0.060795,1
9.68789,0.84437,0.765149,0.764912,0.043132,1
9.68789,0.861298,0.791218,0.791039,0.058512,1
9.68789,0.781059,0.749817,0.749664,0.047493,1
9.68789,0.840776,0.769574,0.769412,0.056987,1
9.68789,0.800877,0.736437,0.736107,0.052011,1
9.68789,0.805711,0.732662,0.732499,0.053493,1
9.68789,0.782598,0.74964,0.749484,0.045062,1
9.68789,0.825519,0.7607,0.760509,0.064981,1
9.68789,0.727209,0.700443,0.700286,0.004031,1
9.68789,0.832013,0.723286,0.722964,0.029001,1
9.68789,0.894338,0.781354,0.781049,0.043373,1
9.68789,0.796985,0.754558,0.754318,0.064059,1
9.68789,0.773942,0.718128,0.717975,0.0272,1
9.68789,0.781419,0.72794,0.727771,0.059933,1
9.68789,0.744655,0.700922,0.700744,0.006077,1
9.68789,0.900899,0.799862,0.799649,0.07107,1
9.68789,0.790713,0.739543,0.73938,0.061566,1
9.68789,0.740959,0.701997,0.701849,0.00712,1
9.68789,0.800417,0.695816,0.695655,0.019316,1
9.68789,0.741096,0.682836,0.682658,0.004004,1
9.68789,0.911144,0.810942,0.81078,0.055638,1
9.68789,0.805816,0.721357,0.721193,0.063725,1
9.68789,0.730502,0.69335,0.693188,0.004351,1
9.68789,0.869859,0.753553,0.753007,0.042188,1
9.68789,0.809382,0.770907,0.77073,0.06044,1
9.68789,0.79208,0.755154,0.754991,0.057354,1
9.68789,0.826149,0.78306,0.782861,0.08321,1
9.68789,0.783795,0.743478,0.743317,0.055943,1
9.68789,0.796034,0.748951,0.748784,0.004602,1
9.68789,0.874218,0.776131,0.775961,0.077584,1
9.68789,0.881919,0.84318,0.841942,0.055707,1
9.68789,0.798632,0.746673,0.746449,0.066738,1
9.68789,0.806981,0.766887,0.766735,0.05403,1
9.68789,0.762708,0.724389,0.72401,0.011022,1
9.68789,0.876345,0.78382,0.783655,0.056327,1
9.68789,0.861234,0.761864,0.761622,0.05348,1
9.68789,0.796574,0.752279,0.752103,0.057958,1
9.68789,0.754578,0.704152,0.703913,0.01123,1
9.68789,0.789361,0.698978,0.698819,0.004478,1
9.68789,0.832545,0.757952,0.757781,0.05306,1
9.68789,0.807506,0.730239,0.730077,0.031089,1
9.68789,0.822361,0.731448,0.731283,0.052283,1
