FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,5.2000E+02,4.8000E+02,-4.6082E-02,-3.0472E-03,1.0223E+00,-5.5833E+01,3.5456E+02,-1.6383E-02,1.8618E-03,-4.0057E-02,2.4783E-02,3.4433E-02,0.0000E+00,4.0000E+00,7.2061E-01,0.0000E+00,0.0000E+00,0.0000E+00
1,5.2000E+02,4.8000E+02,-3.6703E-02,-7.1271E-02,1.0223E+00,-5.5833E+01,3.5456E+02,-1.2670E-02,-3.9239E-03,-3.7866E-02,2.4417E-02,4.6082E-02,0.0000E+00,4.0000E+00,7.0997E-01,0.0000E+00,0.0000E+00,0.0000E+00
2,5.2000E+02,4.8000E+02,1.7770E-02,5.3337E-02,1.0223E+00,-5.5833E+01,3.5456E+02,6.3082E-03,-2.0238E-03,6.6999E-02,2.5830E-02,3.6584E-02,0.0000E+00,4.0000E+00,7.5104E-01,0.0000E+00,0.0000E+00,0.0000E+00
3,5.2000E+02,4.8000E+02,-1.6210E-02,7.1169E-03,1.0223E+00,-5.5833E+01,3.5456E+02,-5.7217E-03,7.1962E-04,-4.2586E-03,2.4164E-02,3.1119E-02,0.0000E+00,4.0000E+00,7.0262E-01,0.0000E+00,0.0000E+00,0.0000E+00
4,5.2000E+02,4.8000E+02,-3.7171E-02,-1.9469E-02,1.0223E+00,-5.5833E+01,3.5456E+02,-1.2948E-02,1.8188E-03,-2.9715E-02,2.4793E-02,3.3456E-02,0.0000E+00,4.0000E+00,7.2090E-01,0.0000E+00,0.0000E+00,0.0000E+00
5,5.2000E+02,4.8000E+02,-1.5618E-04,3.4351E-02,1.0223E+00,-5.5833E+01,3.5456E+02,4.7951E-05,-1.5229E-03,4.5136E-02,2.5269E-02,3.4292E-02,0.0000E+00,4.0000E+00,7.3474E-01,0.0000E+00,0.0000E+00,0.0000E+00
6,5.2000E+02,4.8000E+02,-1.0658E-02,3.2020E-02,1.0223E+00,-5.5833E+01,3.5456E+02,-3.7651E-03,9.7657E-04,1.8451E-02,2.4950E-02,2.7440E-02,0.0000E+00,4.0000E+00,7.2547E-01,0.0000E+00,0.0000E+00,0.0000E+00
7,5.2000E+02,4.8000E+02,-1.9286E-02,1.0778E-02,1.0223E+00,-5.5833E+01,3.5456E+02,-6.6570E-03,1.7688E-03,3.1668E-03,2.4444E-02,3.2296E-02,0.0000E+00,4.0000E+00,7.1075E-01,0.0000E+00,0.0000E+00,0.0000E+00
8,5.2000E+02,4.8000E+02,-5.9977E-03,2.4630E-02,1.0223E+00,-5.5833E+01,3.5456E+02,-1.9195E-03,-1.2281E-04,3.3892E-02,2.4854E-02,2.9057E-02,0.0000E+00,4.0000E+00,7.2268E-01,0.0000E+00,0.0000E+00,0.0000E+00
9,5.2000E+02,4.8000E+02,-1.2452E-02,1.6238E-02,1.0223E+00,-5.5833E+01,3.5456E+02,-4.3243E-03,1.1837E-03,8.0909E-03,2.4691E-02,2.8233E-02,0.0000E+00,4.0000E+00,7.1792E-01,0.0000E+00,0.0000E+00,0.0000E+00
10,5.2000E+02,4.8000E+02,-9.1050E-03,2.0741E-02,1.0223E+00,-5.5833E+01,3.5456E+02,-3.2025E-03,-8.0929E-04,1.9235E-02,2.4739E-02,2.7433E-02,0.0000E+00,4.0000E+00,7.1934E-01,0.0000E+00,0.0000E+00,0.0000E+00
11,5.2000E+02,4.8000E+02,-3.5014E-02,1.2886E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.2041E-02,2.0683E-02,1.6889E-02,2.5229E-02,6.2438E-01,0.0000E+00,4.0000E+00,7.3357E-01,0.0000E+00,0.0000E+00,0.0000E+00
12,5.2000E+02,4.8000E+02,-3.2597E-02,1.5524E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.0913E-02,2.8068E-02,2.3737E-02,2.4603E-02,5.2008E-02,0.0000E+00,4.0000E+00,7.1538E-01,0.0000E+00,0.0000E+00,0.0000E+00
13,5.2000E+02,4.8000E+02,-3.7856E-02,1.1748E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.2594E-02,2.2821E-02,2.7571E-02,2.4704E-02,6.2651E-01,0.0000E+00,4.0000E+00,7.1832E-01,0.0000E+00,0.0000E+00,0.0000E+00
14,5.2000E+02,4.8000E+02,-3.0240E-02,1.5314E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.0333E-02,2.2949E-02,3.0452E-02,2.4471E-02,5.3381E-02,0.0000E+00,4.0000E+00,7.1155E-01,0.0000E+00,0.0000E+00,0.0000E+00
15,5.2000E+02,4.8000E+02,-4.2035E-02,1.3295E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.4459E-02,2.2162E-02,1.4410E-02,2.5135E-02,4.1858E-01,0.0000E+00,4.0000E+00,7.3086E-01,0.0000E+00,0.0000E+00,0.0000E+00
16,5.2000E+02,4.8000E+02,-3.6566E-02,1.2399E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.2211E-02,2.4279E-02,2.1191E-02,2.4167E-02,5.1155E-02,0.0000E+00,4.0000E+00,7.0268E-01,0.0000E+00,0.0000E+00,0.0000E+00
17,5.2000E+02,4.8000E+02,-3.5246E-02,1.5550E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.2233E-02,2.2049E-02,2.5396E-02,2.4387E-02,6.0456E-02,0.0000E+00,4.0000E+00,7.0908E-01,0.0000E+00,0.0000E+00,0.0000E+00
18,5.2000E+02,4.8000E+02,-3.6898E-02,1.3667E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.2571E-02,2.3554E-02,1.8267E-02,2.4378E-02,5.5950E-02,0.0000E+00,4.0000E+00,7.0883E-01,0.0000E+00,0.0000E+00,0.0000E+00
19,5.2000E+02,4.8000E+02,-2.4897E-02,1.2158E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-8.2675E-03,1.9143E-02,3.7229E-02,2.5135E-02,6.2061E-01,0.0000E+00,4.0000E+00,7.3085E-01,0.0000E+00,0.0000E+00,0.0000E+00
20,5.2000E+02,4.8000E+02,-3.9431E-02,1.4323E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.3644E-02,2.1816E-02,1.8756E-02,2.4495E-02,5.6401E-02,0.0000E+00,4.0000E+00,7.1223E-01,0.0000E+00,0.0000E+00,0.0000E+00
21,5.2000E+02,4.8000E+02,-3.6252E-02,1.3383E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.2217E-02,2.3649E-02,2.4664E-02,2.4591E-02,5.1408E-02,0.0000E+00,4.0000E+00,7.1503E-01,0.0000E+00,0.0000E+00,0.0000E+00
22,5.2000E+02,4.8000E+02,-2.8057E-02,1.5687E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-9.5831E-03,2.3068E-02,3.2592E-02,2.4237E-02,5.2544E-02,0.0000E+00,4.0000E+00,7.0473E-01,0.0000E+00,0.0000E+00,0.0000E+00
23,5.2000E+02,4.8000E+02,-3.4042E-02,1.4500E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.1721E-02,2.1995E-02,2.3228E-02,2.4245E-02,5.0248E-02,0.0000E+00,4.0000E+00,7.0497E-01,0.0000E+00,0.0000E+00,0.0000E+00
24,5.2000E+02,4.8000E+02,-3.3966E-02,1.2872E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.1398E-02,2.3751E-02,2.1515E-02,2.4399E-02,5.0288E-02,0.0000E+00,4.0000E+00,7.0943E-01,0.0000E+00,0.0000E+00,0.0000E+00
25,5.2000E+02,4.8000E+02,-4.1126E-02,1.5730E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.4288E-02,2.3067E-02,2.0817E-02,2.4660E-02,5.8298E-02,0.0000E+00,4.0000E+00,7.1702E-01,0.0000E+00,0.0000E+00,0.0000E+00
26,5.2000E+02,4.8000E+02,-3.9682E-02,1.3926E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.3526E-02,2.3696E-02,2.0619E-02,2.4753E-02,5.4349E-02,0.0000E+00,4.0000E+00,7.1973E-01,0.0000E+00,0.0000E+00,0.0000E+00
27,5.2000E+02,4.8000E+02,-3.4994E-02,1.3716E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.1848E-02,2.4180E-02,1.9981E-02,2.4184E-02,5.2228E-02,0.0000E+00,4.0000E+00,7.0321E-01,0.0000E+00,0.0000E+00,0.0000E+00
28,5.2000E+02,4.8000E+02,-4.0854E-02,1.3275E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.3998E-02,2.1607E-02,2.0738E-02,2.4489E-02,5.3381E-02,0.0000E+00,4.0000E+00,7.1207E-01,0.0000E+00,0.0000E+00,0.0000E+00
29,5.2000E+02,4.8000E+02,-4.4568E-02,1.3823E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.5174E-02,2.5178E-02,1.5720E-02,2.4388E-02,5.5279E-02,0.0000E+00,4.0000E+00,7.0912E-01,0.0000E+00,0.0000E+00,0.0000E+00
30,5.2000E+02,4.8000E+02,-3.1404E-02,1.2518E-01,1.0223E+00,-5.5833E+01,3.5456E+02,-1.0691E-02,2.0720E-02,2.0475E-02,2.5721E-02,6.2560E-01,0.0000E+00,4.0000E+00,7.4788E-01,0.0000E+00,0.0000E+00,0.0000E+00
