Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
9.67405,0,0,0,0,2147483647
9.67405,1.52306,1.39152,1.3909,0.33963,0
9.67405,1.10965,1.07,1.06981,0.057782,0
9.67405,1.08273,1.01991,1.01972,0.00768,0
9.67405,1.11406,1.04058,1.04042,0.005046,0
9.67405,1.30297,1.14472,1.1445,0.103976,0
9.67405,1.15067,1.0976,1.09741,0.029343,0
9.67405,1.22319,1.14248,1.14229,0.005103,0
9.67405,1.18657,1.11488,1.1147,0.032806,0
9.67405,1.13983,1.08069,1.08053,0.026989,0
9.67405,1.07877,1.03776,1.0376,0.051788,0
9.67405,1.13651,1.05235,1.05208,0.057021,0
9.67405,1.02877,0.99607,0.99579,0.021561,0
9.67405,1.07548,0.997384,0.997215,0.011738,0
9.67405,1.1809,1.07576,1.07555,0.073073,0
9.67405,1.08507,1.03815,1.03792,0.059398,0
9.67405,1.1685,1.12749,1.12728,0.057517,0
9.67405,1.11498,1.05809,1.05773,0.007642,0
9.67405,1.19352,1.07205,1.07185,0.008873,0
9.67405,1.20219,1.09919,1.09902,0.017202,0
9.67405,1.07484,0.998253,0.998091,0.005181,0
9.67405,1.09433,1.01042,1.01025,0.005591,0
9.67405,1.15262,1.06758,1.06741,0.006761,0
9.67405,1.08072,1.01187,1.0117,0.005268,0
9.67405,1.10338,1.0089,1.00873,0.017971,0
9.67405,1.19424,1.08487,1.0847,0.00613,0
9.67405,1.14382,1.06404,1.06383,0.006348,0
9.67405,1.15099,1.03323,1.03304,0.006031,0
9.67405,1.19335,1.11815,1.11799,0.063881,0
9.67405,1.1628,1.12921,1.12891,0.096239,0
9.67405,1.20035,1.16555,1.16482,0.107835,0
9.67405,1.06642,1.03641,1.03622,0.007685,0
9.67405,1.17967,1.08429,1.08407,0.06982,0
9.67405,1.11389,1.06725,1.06708,0.052746,0
9.67405,1.11823,1.07408,1.07343,0.034373,0
9.67405,1.07068,1.01483,1.01466,0.007616,0
9.67405,1.21492,1.09456,1.09422,0.040411,0
9.67405,1.09052,1.04841,1.04821,0.006668,0
9.67405,1.11257,1.03465,1.03446,0.058587,0
