Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
12.7638,0,0,0,0,2147483647
12.7638,1.53083,1.37686,1.37642,0.316678,0
12.7638,1.0325,0.997323,0.997163,0.005278,0
12.7638,1.14922,1.03089,1.03071,0.069275,0
12.7638,1.07703,1.01789,1.01763,0.04169,0
12.7638,1.20344,1.13479,1.13445,0.06556,0
12.7638,1.22562,1.14711,1.14694,0.115065,0
12.7638,1.10889,1.06711,1.06694,0.061193,0
12.7638,1.0748,1.02881,1.02863,0.055285,0
12.7638,1.00297,0.948529,0.948365,0.004797,0
12.7638,1.0733,0.989552,0.989379,0.005995,0
12.7638,1.12349,1.01553,1.01535,0.024035,0
12.7638,1.06418,1.0023,1.00213,0.004831,0
12.7638,1.04081,0.969346,0.969174,0.005071,0
12.7638,1.16896,1.04725,1.04683,0.089709,0
12.7638,1.02965,0.981708,0.981497,0.005674,0
12.7638,1.03603,0.947756,0.947569,0.006405,0
12.7638,1.13224,1.03646,1.03628,0.034361,0
12.7638,1.13001,1.04203,1.04176,0.04313,0
12.7638,1.10519,1.07229,1.07198,0.081331,0
12.7638,1.05845,1.02305,1.02286,0.051205,0
12.7638,1.11671,1.02737,1.02719,0.048333,0
12.7638,1.0524,1.00108,1.00091,0.055836,0
12.7638,1.11123,1.07255,1.07234,0.074857,0
12.7638,1.08727,1.04859,1.04838,0.064613,0
12.7638,1.08818,1.03641,1.03624,0.012801,0
12.7638,1.05206,1.00958,1.00938,0.037628,0
12.7638,1.07331,0.991164,0.990957,0.02757,0
12.7638,1.18115,1.07213,1.07191,0.027652,0
12.7638,1.08803,1.02769,1.02746,0.062688,0
12.7638,1.03644,1.00941,1.00924,0.01927,0
12.7638,1.1249,1.01451,1.01433,0.020653,0
12.7638,1.0242,0.959182,0.959011,0.007092,0
12.7638,1.0421,0.97627,0.976093,0.007788,0
12.7638,1.12638,1.02419,1.02395,0.060683,0
12.7638,1.14394,1.05676,1.05659,0.014921,0
12.7638,1.07608,1.006,1.00582,0.058184,0
12.7638,0.995049,0.964267,0.964109,0.004846,1
12.7638,1.0933,0.9663,0.966091,0.00621,0
12.7638,1.09545,1.01096,1.01071,0.034775,0
12.7638,1.066,0.985522,0.985353,0.005108,0
12.7638,1.1252,1.0391,1.03889,0.060868,0
12.7638,1.00184,0.960294,0.960122,0.011766,0
