FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.8100E+02,7.8300E+02,3.8939E-02,-9.3801E-02,3.0527E+01,2.4706E+00,2.6585E-01,4.3474E-03,-4.6423E-03,-1.0032E-01,1.3102E-01,6.4923E-02,0.0000E+00,4.0000E+00,9.7404E-02,-2.9576E-04,1.2575E-05,1.0355E-04
1,3.8100E+02,7.8300E+02,1.1747E-01,3.9944E-01,3.0527E+01,2.4706E+00,2.6585E-01,-8.4454E-03,9.9069E-03,-5.0742E-02,1.0412E-01,5.0684E-02,0.0000E+00,4.0000E+00,7.7405E-02,-5.9998E-05,-8.8670E-05,5.5300E-05
2,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-4.3887E-03,1.6072E-02,-9.1469E-02,1.1757E-01,5.2114E-02,0.0000E+00,4.0000E+00,8.7404E-02,-8.1485E-05,3.9873E-04,8.1604E-05
3,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-8.0594E-03,2.1619E-02,-5.0819E-02,-1.0000E+00,-1.0000E+00,-1.0000E+00,1.1000E+01,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
4,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
5,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
6,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
7,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
8,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
9,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
10,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
11,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
12,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
13,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
14,3.8100E+02,7.8300E+02,1.0991E-01,2.8378E-01,3.0527E+01,2.4706E+00,2.6585E-01,-5.4711E-04,1.5004E-02,-1.3539E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
