Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
10.724,0,0,0,0,2147483647
10.724,0.732904,0.560802,0.560634,0.095109,1
10.724,0.657728,0.613214,0.613055,0.064119,1
10.724,0.492523,0.465014,0.464828,0.053964,2
10.724,0.540523,0.475477,0.475308,0.033895,1
10.724,0.51424,0.483925,0.483763,0.058521,1
10.724,0.536816,0.489518,0.489362,0.062464,1
10.724,0.605592,0.553886,0.553724,0.103962,1
10.724,0.552695,0.514517,0.514354,0.078231,1
10.724,0.567485,0.531612,0.53137,0.086476,1
10.724,0.579655,0.551997,0.551822,0.107849,1
10.724,0.591633,0.548971,0.547954,0.117351,1
10.724,0.598016,0.554856,0.554639,0.107455,1
10.724,0.550268,0.518121,0.517958,0.080948,1
10.724,0.572139,0.50379,0.503635,0.050599,1
10.724,0.585746,0.497426,0.497252,0.049614,1
10.724,0.545382,0.515073,0.51493,0.097051,1
10.724,0.511074,0.48043,0.480275,0.047134,1
10.724,0.522186,0.454246,0.454078,0.003352,1
10.724,0.57523,0.476281,0.476122,0.05593,1
10.724,0.463455,0.435329,0.435169,0.026875,2
10.724,0.593142,0.491967,0.491719,0.055132,1
10.724,0.462566,0.429939,0.429793,0.002863,2
10.724,0.546286,0.452823,0.452666,0.047769,1
10.724,0.470797,0.407567,0.407407,0.002749,2
10.724,0.516416,0.422816,0.422655,0.008048,1
10.724,0.534762,0.418694,0.418532,0.009271,1
10.724,0.495137,0.410193,0.410032,0.008931,2
10.724,0.551528,0.461382,0.461127,0.046611,1
10.724,0.589669,0.502485,0.501969,0.07464,1
10.724,0.599542,0.569022,0.56886,0.072324,1
10.724,0.504162,0.467484,0.467305,0.056992,1
10.724,0.5165,0.491646,0.491492,0.057387,1
10.724,0.539291,0.498935,0.498732,0.091705,1
10.724,0.49765,0.460181,0.459824,0.057498,2
10.724,0.594127,0.496272,0.496088,0.072839,1
10.724,0.515774,0.455299,0.455129,0.055612,1
10.724,0.522879,0.478795,0.478506,0.047024,1
10.724,0.51884,0.448409,0.448167,0.049499,1
10.724,0.496323,0.457799,0.45762,0.038701,2
10.724,0.522778,0.458003,0.457629,0.022793,1
10.724,0.497469,0.403658,0.403448,0.006987,2
10.724,0.554557,0.453976,0.453821,0.046911,1
10.724,0.554059,0.495895,0.495737,0.062627,1
10.724,0.525213,0.494651,0.494488,0.063136,1
10.724,0.557986,0.519074,0.518911,0.061704,1
10.724,0.501755,0.4641,0.463934,0.060617,1
10.724,0.518372,0.473411,0.473248,0.051797,1
10.724,0.601443,0.551802,0.551606,0.085658,1
10.724,0.480507,0.440852,0.440649,0.01227,2
10.724,0.572504,0.482102,0.481943,0.06891,1
10.724,0.513818,0.489246,0.489089,0.062343,1
10.724,0.508954,0.468018,0.467724,0.049063,1
10.724,0.502446,0.430499,0.430344,0.00445,1
10.724,0.557846,0.477737,0.477575,0.05968,1
10.724,0.511429,0.46743,0.467275,0.06065,1
10.724,0.490082,0.421697,0.421539,0.006488,2
10.724,0.587412,0.482226,0.48206,0.068315,1
10.724,0.529605,0.478904,0.478745,0.053191,1
10.724,0.490172,0.458152,0.457992,0.053166,2
10.724,0.749058,0.680376,0.680204,0.051359,1
10.724,0.610904,0.525322,0.525141,0.002975,1
10.724,0.553607,0.487141,0.486979,0.061588,1
10.724,0.582716,0.539588,0.539264,0.056372,1
10.724,0.60552,0.552835,0.552648,0.095533,1
10.724,0.59622,0.557509,0.557264,0.107008,1
10.724,0.490844,0.438326,0.438122,0.013129,2
10.724,0.656537,0.564884,0.564133,0.10565,1
10.724,0.48146,0.422575,0.42242,0.002912,2
10.724,0.570634,0.5001,0.499936,0.082867,1
10.724,0.489043,0.460477,0.460218,0.022379,2
10.724,0.565504,0.481772,0.481619,0.067438,1
10.724,0.471265,0.430229,0.430067,0.026392,2
10.724,0.575792,0.467282,0.467125,0.002911,1
10.724,0.593221,0.480245,0.480077,0.063792,1
10.724,0.509668,0.464195,0.46404,0.028533,1
10.724,0.616143,0.557449,0.557284,0.074217,1
10.724,0.52564,0.496917,0.496756,0.05204,1
