FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,5.1200E+02,6.0200E+02,9.1242E-03,3.7560E-02,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.7623E-03,1.4288E-03,9.3712E-03,2.7649E-02,4.5071E-02,0.0000E+00,4.0000E+00,9.1096E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,5.1200E+02,6.0200E+02,1.6734E-01,-1.8865E-01,1.6714E+01,-7.4992E+00,-3.1385E-03,-2.0184E-02,-1.0414E-02,1.0259E-02,2.4173E-02,4.0424E-02,0.0000E+00,4.0000E+00,7.9642E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,5.1200E+02,6.0200E+02,-3.1362E-01,7.8862E-01,1.6714E+01,-7.4992E+00,-3.1385E-03,3.6174E-02,3.7155E-02,-2.9537E-03,2.6698E-02,3.8736E-02,0.0000E+00,4.0000E+00,8.7962E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,5.1200E+02,6.0200E+02,-6.8538E-02,2.1395E-01,1.6714E+01,-7.4992E+00,-3.1385E-03,6.4549E-03,1.2334E-02,2.1872E-02,2.6930E-02,4.1533E-02,0.0000E+00,4.0000E+00,8.8725E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,5.1200E+02,6.0200E+02,1.3196E-02,1.7137E-01,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.0191E-03,7.2568E-03,-1.0425E-02,2.1896E-02,4.0172E-02,0.0000E+00,4.0000E+00,7.2141E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,5.1200E+02,6.0200E+02,1.8837E-02,1.5209E-01,1.6714E+01,-7.4992E+00,-3.1385E-03,-2.9743E-03,8.3500E-03,1.0401E-02,2.4909E-02,3.7130E-02,0.0000E+00,4.0000E+00,8.2068E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,5.1200E+02,6.0200E+02,1.0756E-02,8.5740E-02,1.6714E+01,-7.4992E+00,-3.1385E-03,-2.2178E-03,4.4775E-03,1.3304E-02,2.5107E-02,4.2877E-02,0.0000E+00,4.0000E+00,8.2721E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,5.1200E+02,6.0200E+02,3.1061E-02,6.9979E-02,1.6714E+01,-7.4992E+00,-3.1385E-03,-4.3274E-03,4.9480E-03,1.0731E-02,2.5886E-02,4.3662E-02,0.0000E+00,4.0000E+00,8.5286E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,5.1200E+02,6.0200E+02,4.9248E-03,2.1970E-01,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.3811E-03,1.1743E-02,1.0212E-02,2.7042E-02,3.7140E-02,0.0000E+00,4.0000E+00,8.9095E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,5.1200E+02,6.0200E+02,-3.2873E-01,9.2700E-01,1.6714E+01,-7.4992E+00,-3.1385E-03,3.6452E-02,4.4794E-02,1.7966E-02,2.4851E-02,3.4723E-02,0.0000E+00,4.0000E+00,8.1877E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,5.1200E+02,6.0200E+02,-3.3744E-01,9.6692E-01,1.6714E+01,-7.4992E+00,-3.1385E-03,3.8058E-02,4.5104E-02,7.5783E-03,2.4037E-02,3.5720E-02,0.0000E+00,4.0000E+00,7.9194E-02,0.0000E+00,0.0000E+00,0.0000E+00
11,5.1200E+02,6.0200E+02,1.4858E-01,2.5811E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,3.6191E-02,1.3698E-02,-9.0455E-01,2.5972E-02,3.8636E-02,0.0000E+00,4.0000E+00,8.5569E-02,0.0000E+00,0.0000E+00,0.0000E+00
12,5.1200E+02,6.0200E+02,8.0156E-01,4.1006E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,5.2484E-03,1.2489E-03,-1.6596E+00,2.2926E-02,4.6552E-02,0.0000E+00,4.0000E+00,7.5536E-02,0.0000E+00,0.0000E+00,0.0000E+00
13,5.1200E+02,6.0200E+02,1.3099E+00,5.5575E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.5111E-02,-2.1124E-03,-2.3132E+00,2.4085E-02,4.0716E-02,0.0000E+00,4.0000E+00,7.9352E-02,0.0000E+00,0.0000E+00,0.0000E+00
14,5.1200E+02,6.0200E+02,2.1457E+00,7.0326E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-8.0339E-02,9.4435E-03,-2.8631E+00,2.4924E-02,4.8302E-02,0.0000E+00,4.0000E+00,8.2116E-02,0.0000E+00,0.0000E+00,0.0000E+00
15,5.1200E+02,6.0200E+02,2.6061E+00,8.5647E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.0788E-01,3.3193E-02,-3.3136E+00,2.2645E-02,4.6915E-02,0.0000E+00,4.0000E+00,7.4607E-02,0.0000E+00,0.0000E+00,0.0000E+00
16,5.1200E+02,6.0200E+02,2.8324E+00,9.4726E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.2238E-01,5.8918E-02,-3.5174E+00,1.8842E-02,4.7835E-02,0.0000E+00,4.0000E+00,6.2078E-02,0.0000E+00,0.0000E+00,0.0000E+00
17,5.1200E+02,6.0200E+02,2.8373E+00,9.4130E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.2357E-01,5.5879E-02,-3.5079E+00,2.0852E-02,4.7700E-02,0.0000E+00,4.0000E+00,6.8702E-02,0.0000E+00,0.0000E+00,0.0000E+00
18,5.1200E+02,6.0200E+02,2.8205E+00,9.4043E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.2153E-01,6.0518E-02,-3.5045E+00,2.1121E-02,4.9038E-02,0.0000E+00,4.0000E+00,6.9587E-02,0.0000E+00,0.0000E+00,0.0000E+00
19,5.1200E+02,6.0200E+02,2.8458E+00,9.4475E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.2335E-01,5.9111E-02,-3.5251E+00,1.9406E-02,4.8398E-02,0.0000E+00,4.0000E+00,6.3935E-02,0.0000E+00,0.0000E+00,0.0000E+00
20,5.1200E+02,6.0200E+02,3.2277E+00,8.6517E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.6674E-01,1.6644E-02,-3.5414E+00,2.2696E-02,4.8726E-02,0.0000E+00,4.0000E+00,7.4776E-02,0.0000E+00,0.0000E+00,0.0000E+00
21,5.1200E+02,6.0200E+02,3.1811E+00,8.6970E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.6165E-01,2.2153E-02,-3.5335E+00,1.9611E-02,5.4959E-02,0.0000E+00,4.0000E+00,6.4611E-02,0.0000E+00,0.0000E+00,0.0000E+00
22,5.1200E+02,6.0200E+02,3.1918E+00,8.6605E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.6467E-01,2.1761E-02,-3.5059E+00,2.3313E-02,5.4004E-02,0.0000E+00,4.0000E+00,7.6809E-02,0.0000E+00,0.0000E+00,0.0000E+00
23,5.1200E+02,6.0200E+02,3.2246E+00,8.6253E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.6800E-01,1.8369E-02,-3.5146E+00,2.0347E-02,5.0568E-02,0.0000E+00,4.0000E+00,6.7036E-02,0.0000E+00,0.0000E+00,0.0000E+00
24,5.1200E+02,6.0200E+02,3.1999E+00,8.7082E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.6557E-01,2.0677E-02,-3.5101E+00,2.2874E-02,4.7969E-02,0.0000E+00,4.0000E+00,7.5363E-02,0.0000E+00,0.0000E+00,0.0000E+00
25,5.1200E+02,6.0200E+02,3.2415E+00,8.6828E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.6864E-01,1.5409E-02,-3.5401E+00,2.3822E-02,5.5028E-02,0.0000E+00,4.0000E+00,7.8486E-02,0.0000E+00,0.0000E+00,0.0000E+00
26,5.1200E+02,6.0200E+02,3.3188E+00,8.3945E+00,1.6714E+01,-7.4992E+00,-3.1385E-03,-1.7862E-01,6.3176E-03,-3.5195E+00,2.1899E-02,4.7547E-02,0.0000E+00,4.0000E+00,7.2152E-02,0.0000E+00,0.0000E+00,0.0000E+00
