FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,4.1900E+02,6.6400E+02,3.1465E-03,-2.1922E-02,2.7580E+01,-3.8358E+00,3.8047E-02,-9.8524E-04,-1.0439E-03,7.2779E-03,2.1044E-02,4.0755E-02,0.0000E+00,4.0000E+00,6.6078E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,4.1900E+02,6.6400E+02,1.0314E-01,-2.2709E-01,2.7580E+01,-3.8358E+00,3.8047E-02,-1.5439E-02,-9.5230E-03,4.1450E-02,2.2158E-02,4.2693E-02,0.0000E+00,4.0000E+00,6.9576E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,4.1900E+02,6.6400E+02,-2.8090E-01,8.2877E-01,2.7580E+01,-3.8358E+00,3.8047E-02,3.2980E-02,3.7217E-02,-1.0831E-02,2.3147E-02,4.4212E-02,0.0000E+00,4.0000E+00,7.2680E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,4.1900E+02,6.6400E+02,-5.6454E-02,1.6164E-01,2.7580E+01,-3.8358E+00,3.8047E-02,5.2758E-03,9.3515E-03,1.4553E-02,2.4059E-02,4.2383E-02,0.0000E+00,4.0000E+00,7.5543E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,4.1900E+02,6.6400E+02,-6.2174E-02,2.1137E-01,2.7580E+01,-3.8358E+00,3.8047E-02,5.5960E-03,1.6794E-02,2.1025E-02,2.6278E-02,4.7286E-02,0.0000E+00,4.0000E+00,8.2512E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,4.1900E+02,6.6400E+02,-2.3713E-02,1.7930E-01,2.7580E+01,-3.8358E+00,3.8047E-02,-6.7814E-06,1.4066E-02,3.3135E-02,2.2399E-02,4.5884E-02,0.0000E+00,4.0000E+00,7.0332E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,4.1900E+02,6.6400E+02,2.2853E-02,2.8063E-03,2.7580E+01,-3.8358E+00,3.8047E-02,-3.8482E-03,5.8207E-03,1.6700E-02,2.3345E-02,5.0723E-02,0.0000E+00,4.0000E+00,7.3301E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,4.1900E+02,6.6400E+02,1.9593E-02,1.4380E-02,2.7580E+01,-3.8358E+00,3.8047E-02,-3.0515E-03,2.5991E-03,9.5879E-03,2.5190E-02,4.9515E-02,0.0000E+00,4.0000E+00,7.9095E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,4.1900E+02,6.6400E+02,1.8212E-02,7.3773E-02,2.7580E+01,-3.8358E+00,3.8047E-02,-5.0894E-03,5.1361E-03,3.3884E-02,2.4856E-02,4.8889E-02,0.0000E+00,4.0000E+00,7.8046E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,4.1900E+02,6.6400E+02,-3.0337E-01,9.1729E-01,2.7580E+01,-3.8358E+00,3.8047E-02,3.5072E-02,4.0345E-02,-6.2172E-03,2.4532E-02,4.1111E-02,0.0000E+00,4.0000E+00,7.7029E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,4.1900E+02,6.6400E+02,-2.9855E-01,8.9213E-01,2.7580E+01,-3.8358E+00,3.8047E-02,3.7007E-02,4.0103E-02,-3.3966E-02,2.5405E-02,4.3464E-02,0.0000E+00,4.0000E+00,7.9771E-02,0.0000E+00,0.0000E+00,0.0000E+00
11,4.1900E+02,6.6400E+02,2.8001E-02,2.0208E+00,2.7580E+01,-3.8358E+00,3.8047E-02,3.8926E-02,3.1786E-02,-5.4245E-01,2.4138E-02,4.9039E-02,0.0000E+00,4.0000E+00,7.5792E-02,0.0000E+00,0.0000E+00,0.0000E+00
12,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,5.3670E-02,0.0000E+00,4.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
13,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
14,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
15,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
16,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
17,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
18,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
19,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
20,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
21,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
22,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
23,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
24,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
25,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
26,4.1900E+02,6.6400E+02,5.0499E-01,2.9687E+00,2.7580E+01,-3.8358E+00,3.8047E-02,4.1372E-03,2.1986E-02,-8.2673E-01,-1.0000E+00,-1.0000E+00,-1.0000E+00,5.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00,0.0000E+00
