FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.8800E+02,1.0670E+03,1.1214E-02,-1.1299E-01,3.1045E+01,1.9989E+01,8.5778E-02,-5.4505E-04,-4.1490E-03,-6.6044E-03,2.1615E-02,3.1836E-02,0.0000E+00,4.0000E+00,7.1792E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,3.8800E+02,1.0670E+03,1.9188E-01,-3.6988E-01,3.1045E+01,1.9989E+01,8.5778E-02,-2.1053E-02,-1.5068E-02,-9.1115E-03,2.1776E-02,2.9128E-02,0.0000E+00,4.0000E+00,7.2328E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,3.8800E+02,1.0670E+03,-2.7844E-01,7.5432E-01,3.1045E+01,1.9989E+01,8.5778E-02,3.3345E-02,3.6463E-02,-1.7436E-02,1.9030E-02,2.7983E-02,0.0000E+00,4.0000E+00,6.3209E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,3.8800E+02,1.0670E+03,-6.0499E-02,2.3575E-01,3.1045E+01,1.9989E+01,8.5778E-02,7.3805E-03,1.1886E-02,-5.7293E-03,2.0495E-02,3.1327E-02,0.0000E+00,4.0000E+00,6.8075E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,3.8800E+02,1.0670E+03,6.3575E-03,1.4990E-02,3.1045E+01,1.9989E+01,8.5778E-02,-2.7130E-04,4.1090E-03,-3.6115E-03,2.1103E-02,3.2634E-02,0.0000E+00,4.0000E+00,7.0093E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,3.8800E+02,1.0670E+03,3.5745E-02,-5.9293E-02,3.1045E+01,1.9989E+01,8.5778E-02,-3.3549E-03,8.1542E-05,-6.8151E-03,2.1449E-02,3.6251E-02,0.0000E+00,4.0000E+00,7.1242E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,3.8800E+02,1.0670E+03,2.2412E-02,7.3129E-02,3.1045E+01,1.9989E+01,8.5778E-02,-2.2466E-03,5.5176E-03,-3.7034E-03,2.2466E-02,3.5156E-02,0.0000E+00,4.0000E+00,7.4622E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,3.8800E+02,1.0670E+03,4.9497E-02,-4.8724E-02,3.1045E+01,1.9989E+01,8.5778E-02,-4.6472E-03,-1.2397E-03,-1.1216E-02,2.1883E-02,3.5828E-02,0.0000E+00,4.0000E+00,7.2684E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,3.8800E+02,1.0670E+03,2.8171E-02,3.7952E-02,3.1045E+01,1.9989E+01,8.5778E-02,-2.8871E-03,3.0776E-03,-4.0599E-03,2.4383E-02,3.4746E-02,0.0000E+00,4.0000E+00,8.0989E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,3.8800E+02,1.0670E+03,-3.1227E-01,8.3206E-01,3.1045E+01,1.9989E+01,8.5778E-02,3.6318E-02,4.0748E-02,-7.3204E-03,2.0760E-02,3.1772E-02,0.0000E+00,4.0000E+00,6.8956E-02,0.0000E+00,0.0000E+00,0.0000E+00
