FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,2.6400E+02,7.5700E+02,1.0047E-02,2.0214E-02,4.5763E+01,1.6650E+00,7.8491E-02,-1.5104E-03,1.0280E-03,2.5348E-03,1.8467E-02,1.6928E-02,0.0000E+00,4.0000E+00,7.0266E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,2.6400E+02,7.5700E+02,1.4802E-01,-3.2392E-01,4.5763E+01,1.6650E+00,7.8491E-02,-1.8046E-02,-1.5833E-02,7.9114E-03,1.8242E-02,1.4696E-02,0.0000E+00,4.0000E+00,6.9411E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,2.6400E+02,7.5700E+02,-3.1194E-01,8.1272E-01,4.5763E+01,1.6650E+00,7.8491E-02,3.3377E-02,4.3086E-02,2.2204E-02,1.9897E-02,1.5938E-02,0.0000E+00,4.0000E+00,7.5708E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,2.6400E+02,7.5700E+02,-8.2374E-02,1.9715E-01,4.5763E+01,1.6650E+00,7.8491E-02,7.8570E-03,1.4213E-02,1.5250E-02,1.9238E-02,1.7186E-02,0.0000E+00,4.0000E+00,7.3202E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,2.6400E+02,7.5700E+02,-4.1791E-02,7.3361E-02,4.5763E+01,1.6650E+00,7.8491E-02,1.0793E-03,8.7129E-03,3.3279E-02,2.0227E-02,1.6430E-02,0.0000E+00,4.0000E+00,7.6963E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,2.6400E+02,7.5700E+02,3.4416E-02,-1.0999E-02,4.5763E+01,1.6650E+00,7.8491E-02,-3.3901E-03,1.7452E-03,-4.7938E-03,1.7141E-02,1.7963E-02,0.0000E+00,4.0000E+00,6.5220E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,2.6400E+02,7.5700E+02,1.8384E-02,5.8863E-03,4.5763E+01,1.6650E+00,7.8491E-02,-2.9730E-03,3.4198E-03,7.6923E-03,2.0669E-02,1.9305E-02,0.0000E+00,4.0000E+00,7.8644E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,2.6400E+02,7.5700E+02,3.4481E-02,5.2607E-02,4.5763E+01,1.6650E+00,7.8491E-02,-5.8421E-03,3.7182E-03,1.4713E-02,1.8311E-02,1.6070E-02,0.0000E+00,4.0000E+00,6.9671E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,2.6400E+02,7.5700E+02,-8.5939E-03,7.1650E-02,4.5763E+01,1.6650E+00,7.8491E-02,-8.2483E-04,7.2182E-03,1.5939E-02,1.9402E-02,1.7142E-02,0.0000E+00,4.0000E+00,7.3825E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,2.6400E+02,7.5700E+02,-3.3011E-01,8.9556E-01,4.5763E+01,1.6650E+00,7.8491E-02,3.6945E-02,4.6389E-02,9.2395E-03,1.7876E-02,1.5867E-02,0.0000E+00,4.0000E+00,6.8016E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,2.6400E+02,7.5700E+02,-3.1388E-01,9.1150E-01,4.5763E+01,1.6650E+00,7.8491E-02,3.5292E-02,4.6329E-02,6.6175E-03,1.8737E-02,1.4890E-02,0.0000E+00,4.0000E+00,7.1293E-02,0.0000E+00,0.0000E+00,0.0000E+00
11,2.6400E+02,7.5700E+02,3.8445E-01,1.8310E+00,4.5763E+01,1.6650E+00,7.8491E-02,2.6824E-02,1.8772E-02,-6.4670E-01,1.8616E-02,1.5953E-02,0.0000E+00,4.0000E+00,7.0835E-02,0.0000E+00,0.0000E+00,0.0000E+00
12,2.6400E+02,7.5700E+02,1.1989E+00,2.2672E+00,4.5763E+01,1.6650E+00,7.8491E-02,-4.9213E-03,-2.2131E-02,-1.2136E+00,1.8381E-02,1.4554E-02,0.0000E+00,4.0000E+00,6.9939E-02,0.0000E+00,0.0000E+00,0.0000E+00
13,2.6400E+02,7.5700E+02,1.8018E+00,2.7997E+00,4.5763E+01,1.6650E+00,7.8491E-02,-2.8050E-02,-4.4131E-02,-1.6401E+00,1.9309E-02,1.8061E-02,0.0000E+00,4.0000E+00,7.3469E-02,0.0000E+00,0.0000E+00,0.0000E+00
14,2.6400E+02,7.5700E+02,2.7547E+00,3.2579E+00,4.5763E+01,1.6650E+00,7.8491E-02,-9.4176E-02,-6.9032E-02,-2.0536E+00,1.7556E-02,1.8574E-02,0.0000E+00,4.0000E+00,6.6801E-02,0.0000E+00,0.0000E+00,0.0000E+00
15,2.6400E+02,7.5700E+02,3.3714E+00,3.9711E+00,4.5763E+01,1.6650E+00,7.8491E-02,-1.2488E-01,-7.6269E-02,-2.4319E+00,1.7730E-02,1.8308E-02,0.0000E+00,4.0000E+00,6.7462E-02,0.0000E+00,0.0000E+00,0.0000E+00
16,2.6400E+02,7.5700E+02,3.6431E+00,4.4914E+00,4.5763E+01,1.6650E+00,7.8491E-02,-1.4108E-01,-6.2826E-02,-2.5761E+00,1.7077E-02,1.8217E-02,0.0000E+00,4.0000E+00,6.4978E-02,0.0000E+00,0.0000E+00,0.0000E+00
