FRAME,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,MODEL_COORDINATES_X,MODEL_COORDINATES_Y,MODEL_COORDINATES_Z,MODEL_DISPLACEMENT_X,MODEL_DISPLACEMENT_Y,MODEL_DISPLACEMENT_Z,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,3.5700E+02,6.3300E+02,2.2599E-02,-4.5342E-02,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.5375E-03,-3.7767E-03,-1.1445E-02,2.4065E-02,5.0442E-02,0.0000E+00,4.0000E+00,8.6861E-02,0.0000E+00,0.0000E+00,0.0000E+00
1,3.5700E+02,6.3300E+02,1.6498E-01,-3.3071E-01,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.9088E-02,-1.7077E-02,-5.3778E-04,2.1184E-02,4.8140E-02,0.0000E+00,4.0000E+00,7.6460E-02,0.0000E+00,0.0000E+00,0.0000E+00
2,3.5700E+02,6.3300E+02,-3.1490E-01,7.2259E-01,3.4893E+01,-5.7350E+00,-1.1937E-01,3.6125E-02,3.5781E-02,2.6053E-03,2.4177E-02,4.9737E-02,0.0000E+00,4.0000E+00,8.7264E-02,0.0000E+00,0.0000E+00,0.0000E+00
3,3.5700E+02,6.3300E+02,-9.2680E-02,2.1786E-01,3.4893E+01,-5.7350E+00,-1.1937E-01,9.0611E-03,1.4354E-02,1.7981E-02,2.4362E-02,5.3662E-02,0.0000E+00,4.0000E+00,8.7932E-02,0.0000E+00,0.0000E+00,0.0000E+00
4,3.5700E+02,6.3300E+02,-1.5423E-02,1.1035E-01,3.4893E+01,-5.7350E+00,-1.1937E-01,-7.0545E-05,6.7328E-03,1.8258E-02,2.5130E-02,5.0690E-02,0.0000E+00,4.0000E+00,9.0703E-02,0.0000E+00,0.0000E+00,0.0000E+00
5,3.5700E+02,6.3300E+02,1.3433E-02,2.1404E-02,3.4893E+01,-5.7350E+00,-1.1937E-01,-2.3967E-03,2.3580E-03,8.4858E-03,2.5272E-02,5.5472E-02,0.0000E+00,4.0000E+00,9.1217E-02,0.0000E+00,0.0000E+00,0.0000E+00
6,3.5700E+02,6.3300E+02,-2.8188E-03,3.4686E-02,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.6134E-03,7.0590E-03,2.1495E-02,2.2703E-02,5.5265E-02,0.0000E+00,4.0000E+00,8.1943E-02,0.0000E+00,0.0000E+00,0.0000E+00
7,3.5700E+02,6.3300E+02,1.0907E-02,6.8841E-03,3.4893E+01,-5.7350E+00,-1.1937E-01,-3.2422E-03,2.2554E-03,2.0268E-02,2.6712E-02,5.6919E-02,0.0000E+00,4.0000E+00,9.6413E-02,0.0000E+00,0.0000E+00,0.0000E+00
8,3.5700E+02,6.3300E+02,7.9501E-03,1.0028E-01,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.9994E-03,6.5822E-03,1.0329E-02,2.5456E-02,5.2963E-02,0.0000E+00,4.0000E+00,9.1881E-02,0.0000E+00,0.0000E+00,0.0000E+00
9,3.5700E+02,6.3300E+02,-3.3177E-01,8.3687E-01,3.4893E+01,-5.7350E+00,-1.1937E-01,3.6663E-02,4.6117E-02,1.8045E-02,2.3451E-02,4.8146E-02,0.0000E+00,4.0000E+00,8.4644E-02,0.0000E+00,0.0000E+00,0.0000E+00
10,3.5700E+02,6.3300E+02,-3.3099E-01,8.7522E-01,3.4893E+01,-5.7350E+00,-1.1937E-01,3.7515E-02,4.2675E-02,5.8407E-03,2.5089E-02,5.0725E-02,0.0000E+00,4.0000E+00,9.0556E-02,0.0000E+00,0.0000E+00,0.0000E+00
11,3.5700E+02,6.3300E+02,2.0114E-01,1.9687E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,3.3896E-02,2.2698E-02,-6.2669E-01,2.4606E-02,5.5891E-02,0.0000E+00,4.0000E+00,8.8813E-02,0.0000E+00,0.0000E+00,0.0000E+00
12,3.5700E+02,6.3300E+02,8.8573E-01,2.5769E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-3.9360E-04,-6.6229E-03,-1.1230E+00,2.5093E-02,6.8228E-02,0.0000E+00,4.0000E+00,9.0571E-02,0.0000E+00,0.0000E+00,0.0000E+00
13,3.5700E+02,6.3300E+02,1.3729E+00,3.2371E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-2.0155E-02,-2.3729E-02,-1.5290E+00,2.8399E-02,6.8294E-02,0.0000E+00,4.0000E+00,1.0250E-01,0.0000E+00,0.0000E+00,0.0000E+00
14,3.5700E+02,6.3300E+02,2.1789E+00,3.9300E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-8.8102E-02,-2.2931E-02,-1.8237E+00,2.6233E-02,7.7400E-02,0.0000E+00,4.0000E+00,9.4685E-02,0.0000E+00,0.0000E+00,0.0000E+00
15,3.5700E+02,6.3300E+02,2.6893E+00,4.7679E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.1810E-01,-1.8209E-02,-2.1523E+00,2.5311E-02,8.5137E-02,0.0000E+00,4.0000E+00,9.1356E-02,0.0000E+00,0.0000E+00,0.0000E+00
16,3.5700E+02,6.3300E+02,2.9389E+00,5.4361E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.3834E-01,5.4468E-03,-2.2562E+00,2.1740E-02,9.5782E-02,0.0000E+00,4.0000E+00,7.8468E-02,0.0000E+00,0.0000E+00,0.0000E+00
17,3.5700E+02,6.3300E+02,2.9249E+00,5.3777E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.3696E-01,6.5889E-03,-2.2511E+00,2.4044E-02,9.0644E-02,0.0000E+00,4.0000E+00,8.6783E-02,0.0000E+00,0.0000E+00,0.0000E+00
18,3.5700E+02,6.3300E+02,2.9425E+00,5.4051E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.3800E-01,5.4932E-03,-2.2628E+00,2.4194E-02,9.1995E-02,0.0000E+00,4.0000E+00,8.7323E-02,0.0000E+00,0.0000E+00,0.0000E+00
19,3.5700E+02,6.3300E+02,2.9265E+00,5.4213E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.3813E-01,6.6539E-03,-2.2426E+00,2.2939E-02,9.6052E-02,0.0000E+00,4.0000E+00,8.2794E-02,0.0000E+00,0.0000E+00,0.0000E+00
20,3.5700E+02,6.3300E+02,3.3035E+00,4.5465E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.7974E-01,-3.7559E-02,-2.2642E+00,2.3537E-02,8.6818E-02,0.0000E+00,4.0000E+00,8.4952E-02,0.0000E+00,0.0000E+00,0.0000E+00
21,3.5700E+02,6.3300E+02,3.2759E+00,4.6953E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.7557E-01,-3.2078E-02,-2.2757E+00,2.5668E-02,8.4841E-02,0.0000E+00,4.0000E+00,9.2644E-02,0.0000E+00,0.0000E+00,0.0000E+00
22,3.5700E+02,6.3300E+02,3.3036E+00,4.6535E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.7961E-01,-3.1476E-02,-2.2663E+00,2.6225E-02,8.5540E-02,0.0000E+00,4.0000E+00,9.4655E-02,0.0000E+00,0.0000E+00,0.0000E+00
23,3.5700E+02,6.3300E+02,3.3242E+00,4.6367E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.8144E-01,-3.6761E-02,-2.2743E+00,2.1532E-02,8.7169E-02,0.0000E+00,4.0000E+00,7.7715E-02,0.0000E+00,0.0000E+00,0.0000E+00
24,3.5700E+02,6.3300E+02,3.3236E+00,4.6371E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.7960E-01,-3.7556E-02,-2.2925E+00,2.7501E-02,8.4029E-02,0.0000E+00,4.0000E+00,9.9261E-02,0.0000E+00,0.0000E+00,0.0000E+00
25,3.5700E+02,6.3300E+02,3.2978E+00,4.5793E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.7928E-01,-3.5513E-02,-2.2622E+00,2.5391E-02,8.3299E-02,0.0000E+00,4.0000E+00,9.1646E-02,0.0000E+00,0.0000E+00,0.0000E+00
26,3.5700E+02,6.3300E+02,3.4188E+00,4.2606E+00,3.4893E+01,-5.7350E+00,-1.1937E-01,-1.9456E-01,-5.2124E-02,-2.2498E+00,2.5762E-02,9.1855E-02,0.0000E+00,4.0000E+00,9.2985E-02,0.0000E+00,0.0000E+00,0.0000E+00
