Cross Correlation and Triangulations,Entire Process,Correlation Loop,Correlation Process,Write Process,Hz
12.4006,0,0,0,0,2147483647
12.4006,1.52028,1.37818,1.37801,0.347622,0
12.4006,1.092,1.05517,1.055,0.060625,0
12.4006,1.00235,0.967247,0.966725,0.005011,0
12.4006,1.10148,1.0101,1.00979,0.061148,0
12.4006,1.03137,0.986977,0.986809,0.00499,0
12.4006,1.07236,0.990795,0.990524,0.04593,0
12.4006,1.06516,0.989061,0.988731,0.051796,0
12.4006,1.00052,0.937982,0.937818,0.004575,0
12.4006,1.0747,0.998496,0.998331,0.005767,0
12.4006,1.17425,1.04649,1.0463,0.055843,0
12.4006,1.01294,0.965201,0.965038,0.005732,0
12.4006,1.04015,0.969864,0.969696,0.009611,0
12.4006,1.05001,0.939347,0.939088,0.00458,0
12.4006,1.05211,0.956352,0.95609,0.023398,0
12.4006,1.09607,0.995122,0.994949,0.029736,0
12.4006,1.12007,1.0572,1.05699,0.068904,0
12.4006,1.0422,0.958888,0.958726,0.004561,0
12.4006,1.05997,0.969938,0.969772,0.005204,0
12.4006,1.04508,0.988586,0.988333,0.008697,0
12.4006,1.1017,0.993206,0.993003,0.007493,0
12.4006,1.18733,0.996168,0.995932,0.023904,0
12.4006,1.05005,0.996775,0.996492,0.034684,0
12.4006,1.04183,0.992775,0.992558,0.05834,0
12.4006,1.03276,0.976695,0.976525,0.027628,0
12.4006,1.15244,1.04522,1.04504,0.062337,0
12.4006,1.05667,1.01598,1.0158,0.056385,0
12.4006,0.998088,0.955246,0.955043,0.006343,1
12.4006,1.08941,1.01622,1.01604,0.062887,0
12.4006,1.08235,1.03539,1.03494,0.070116,0
12.4006,1.13076,1.08447,1.0843,0.051406,0
12.4006,1.08185,1.02358,1.0234,0.054339,0
12.4006,1.03869,1.00504,1.00487,0.061018,0
12.4006,1.05384,1.01168,1.01148,0.063137,0
12.4006,1.08183,1.04034,1.04007,0.050252,0
12.4006,1.06103,0.991192,0.99098,0.02956,0
12.4006,1.05238,1.01032,1.01017,0.015215,0
12.4006,1.07338,1.01343,1.01327,0.076651,0
12.4006,0.991273,0.948487,0.948321,0.018322,1
12.4006,1.12615,1.00737,1.0072,0.052986,0
12.4006,1.57838,1.53596,1.5358,0.056541,0
